page_no,page_data,tab_data,image_data
399,"JUMP STARTING Jump starting can be dangerous if done incorrectly. Follow the jump starting procedure in this section to avoid serious injury or damage to your vehicle. If in doubt about how to properly jump start your vehicle, we strongly recommend that you have a service technician or towing service do it for you. WARNING To prevent SERIOUS INJURY or DEATH to you or bystanders, always follow these precautions when working near or handling the battery: Always read and follow instructions carefully when handling a battery. Wear eye protection designed to protect the eyes from acid splashes. If acid gets into your eyes, flush your eyes with clean water for at least 15 minutes and get immediate medical attention. If acid gets on your skin, thoroughly wash the area. If you feel pain or a burning sensation, get medical attention immediately. When lifting a plastic-cased battery, excessive pressure on the case may cause battery acid to leak. Lift with a battery carrier or with your hands on opposite corners. Do not attempt to jump start your vehicle if your battery is frozen. NEVER attempt to recharge the battery when the vehicles battery cables are connected to the battery. The electrical ignition system works with high voltage. NEVER touch these components with the engine running or when the ignition switch is in the ON position. Keep all flames, sparks, or smoking materials away from the battery. Hydrogen is always present in battery cells, is highly combustible, and may explode if ignited. Keep batteries out of reach of children. Batteries contain sulfuric acid which is highly corrosive. Do not allow acid to contact your eyes, skin or clothing. 
",,
400,"Jump starting procedure 1. Position the vehicles close enough that the jumper cables will reach, but do not allow the vehicles to touch. 2. Avoid fans or any moving parts in the engine compartment at all times, even when the vehicles are turned off. 3. Turn off all electrical devices such as radios, lights, air conditioning, etc. Put the vehicles in P (Park, for IVT/dual clutch transmission vehicle) or neutral (for manual transmission vehicle), and set the parking brake. Turn both vehicles OFF. 4. Open the hood. CAUTION Before jump starting, make sure to correctly identify the positive (+) and negative (-) terminals to avoid reverse polarity connections. OBN7I083019 OBN7I083019 5. Connect the jumper cables in the exact sequence shown in the illustration. First connect one jumper cable to the red, positive (+) jumper terminal of your vehicle (1). 6. Connect the other end of the jumper cable to the red, positive (+) battery/ jumper terminal of the assisting vehicle (2). 7. Connect the second jumper cable to the black, negative (-) battery/jumper terminal of the assisting vehicle (3). 8. Connect the other end of the second jumper cable to the black, negative (-) chassis ground of your vehicle (4). Do not allow the jumper cables to contact anything except the correct battery or jumper terminals or the correct ground. Do not lean over the battery when making connections. WARNING Do not connect the jumper cable to the negative (-) jumper terminal of the discharged battery. A spark could cause the battery to explode and lead to a personal injury or vehicle damage. 
",,"<img file_path=(image_Next_Gen_Verna_400_1.jpeg)>The image shows the proper way to connect jumper cables to jump start a vehicle. The diagram shows the four steps involved in the process: 1. Connect the red positive (+) jumper cable from the discharged vehicle to the red positive (+) jumper terminal of the assisting vehicle. 2. Connect the other end of the jumper cable to the red positive (+) battery/jumper terminal of the assisting vehicle. 3. Connect the second jumper cable to the black negative (-) battery/jumper terminal of the assisting vehicle. 4. Connect the other end of the second jumper cable to the black negative (-) chassis ground of the discharged vehicle. It is important to note that the negative (-) jumper cable should not be connected to the negative (-) jumper terminal</img>
"
401,"9. Start the engine of the assisting vehicle and let it run at about 2,000 RPM for a few minutes. Then start your vehicle. 10. Keep your vehicle operating for at least 30 minutes at idle or driving to assure your battery receives enough charge to be able to start on its own after the vehicle is shut off. A completely discharged battery may require as long as 60 minutes runtime to fully recharge it. If the vehicle is run for less, the vehicle may not restart. If your vehicle will not start after a few attempts, it probably requires service. In this event please seek qualified assistance. If the cause of your battery discharging is not apparent, we recommend that you have your vehicle inspected by an authorized HYUNDAI dealer. Disconnect the jumper cables in the exact reverse order you connected them: 1. Disconnect the jumper cable from the black, negative (-) chassis ground of your vehicle (4). 2. Disconnect the other end of the jumper cable from the black, negative (-) battery/chassis ground of the assisting vehicle (3). 3. Disconnect the second jumper cable from the red, positive (+) battery/ jumper terminal of the assisting vehicle (2). 4. Disconnect the other end of the jumper cable from the red, positive (+) jumper terminal of your vehicle (1). Information An inappropriately disposed battery can be harmful to the environment and human health. Dispose of the battery according to your local law(s) or regulations. NOTICE To prevent damage to your vehicle:  Only use a 12-volt power supply (battery or jumper system) to jump start your vehicle.  Do not attempt to jump start your vehicle by push-starting. WARNING While jump starting your vehicle, avoid the positive (+) and negative (-) cables to come in contact. A spark could cause personal injury. 
",,
402,"IF THE ENGINE OVERHEATS If your temperature gauge indicates overheating, you experience a loss of power, or hear a loud pinging or knocking, the engine will probably be too hot. If this happens, you should : 1. Pull off the road and stop as soon as it is safe to do so. 2. Shift the gear to P (Park, for IVT/dual clutch transmission) or neutral (for manual transmission vehicle) and set the parking brake. 3. If the air conditioning is on, turn it off. 4. If engine coolant is running out under the vehicle or steam is coming out from underneath the hood, stop the engine. Do not open the hood until the coolant has stopped running or the steaming has stopped. 5. If there is no visible loss of engine coolant and no steam, leave the engine running and check to be sure the engine cooling fan is operating. 1) If the fan is not running, turn the engine off. 6. Check to see if the water pump drive belt is missing. 1) If it is not missing, check to see that it is tight. 2) If the drive belt seems to be satisfactory, check for coolant leaking from the radiator, hoses or under the vehicle. (If the air conditioning had been in use, it is normal for cold water to be draining from it when you stop). WARNING While the engine is running, keep hands, clothing and tools away from the moving parts such as the cooling fan and drive belt to prevent serious injury. 7. If the water pump drive belt is broken or engine coolant is leaking out, stop the engine immediately and it is recommended to contact the nearest authorized HYUNDAI dealer for assistance. 8. If you cannot find the cause of the overheating, wait until the engine temperature has returned to normal. If coolant has been lost, carefully add coolant to the reservoir to bring the fluid level in the reservoir up to the halfway mark. 9. Proceed with caution, keeping alert for further signs of overheating. If overheating happens again, it is recommended to contact the nearest authorized HYUNDAI dealer for assistance. 
",,
403," WARNING Never remove the engine coolant cap or the drain plug while the engine and radiator are hot. Hot coolant and steam may blow out under pressure, causing serious injury. Turn the engine off and wait until the engine cools down. Use extreme care when removing the coolant cap. Wrap a thick towel around it, and turn it counterclockwise slowly to the first stop. Step back while the pressure is released from the cooling system. When you are sure all the pressure has been released, press down on the cap, using a thick towel, and continue turning counterclockwise to remove it. CAUTION  Serious loss of coolant indicates a leak in the cooling system and we recommend the system be inspected by an authorized HYUNDAI dealer.  When the engine overheats from low engine coolant, suddenly adding engine coolant may cause cracks in the engine. To prevent damage, add engine coolant slowly in small quantities. It may require several refilling cycles to properly fill the engine cooling system. If necessary, we recommend that you consult to an authorized HYUNDAI dealer to perform this task. 
",,
404,"7,5(35(6685(021,725,1*6<67(07306 Check tire pressure OBN7I083021 OBN7I083021 You can check the tire pressure in the Warning mode on the cluster display. Refer to the Cluster display modes in chapter 4. Tire pressure is displayed after a few minutes of driving after initial engine start up. If tire pressure is not displayed when the vehicle is stopped, Drive to display message will appear. After driving, check the tire pressure. The displayed tire pressure values may differ from those measured with a tire pressure gauge. You can change the tire pressure unit in the User Settings mode on the instrument cluster (or infotainment system). - psi, kpa, bar (Refer to the Cluster display modes in chapter 4). OBN7I083020 OBN7I083020 (1) Low Tire Pressure Telltale/TPMS Malfunction Indicator (2) Low Tire Pressure Position Telltale and Tire Pressure Telltale (Shown on the cluster display) OBN7I083002 OBN7I083002 
",,"<img file_path=(image_Next_Gen_Verna_404_1.jpeg)>The image shows a car's dashboard with a warning light on. The warning light is a tire pressure monitoring system (TPMS) light, indicating low tire pressure. The light is located on the cluster display, which is a screen that shows information to the driver. The image also shows a separate box with a close-up view of the TPMS light icon, labeled with the number 1. The text accompanying the image provides instructions on how to check tire pressure and how the warning light works. The text also explains that the tire pressure can be checked in the Warning mode on the cluster display and that the displayed tire pressure values may differ from those measured with a tire pressure gauge. 
</img>
<img file_path=(image_Next_Gen_Verna_404_2.jpeg)>The image displays a tire pressure monitoring system (TPMS) warning on a car's cluster display. It shows a car icon with ""Low pressure"" written above it. The tire pressure for each tire is displayed in psi, with all tires showing 24 psi.  This indicates that all tires are currently at a low pressure. 
</img>
<img file_path=(image_Next_Gen_Verna_404_3.jpeg)>The image shows a car's tire pressure display. The display shows the tire pressure for each tire, which is 24 psi for all four tires. The unit of measurement is shown as psi, which stands for pounds per square inch. The display also shows a small car icon with white lights at the position of each tire, which are lit to indicate that the tire pressure is within the acceptable range. The tire pressure is measured in the Warning mode on the cluster display, and the user can change the tire pressure unit in the User Settings mode on the instrument cluster or infotainment system. The displayed tire pressure values may differ from those measured with a tire pressure gauge. 
</img>
"
405,"Tire pressure monitoring system WARNING Over-inflation or under-inflation can reduce tire life, adversely affect vehicle handling, and lead to sudden tire failure that may cause loss of vehicle control resulting in an accident. Each tire, including the spare (if provided), should be inspected monthly when cold and inflated to the inflation pressure recommended by the vehicle manufacturer on the vehicle placard or tire inflation pressure label. (If your vehicle has tires of a different size than the size indicated on the vehicle placard or tire inflation pressure label, you should determine the proper tire inflation pressure for those tires.) As an added safety feature, your vehicle has been equipped with a tire pressure monitoring system (TPMS) that illuminates a low tire pressure telltale when one or more of your tires is significantly under-inflated. Accordingly, when the low tire pressure telltale illuminates, you should stop and check your tires as soon as possible, and inflate them to the proper pressure. Driving on a significantly under-inflated tire causes the tire to overheat and can lead to tire failure. Under-inflation also reduces fuel efficiency and tire tread life, and may affect the vehicles handling and stopping ability. Please note that the TPMS is not a substitute for proper tire maintenance, and it is the drivers responsibility to maintain correct tire pressure, even if under-inflation has not reached the level to trigger illumination of the TPMS low tire pressure telltale. Your vehicle has also been equipped with a TPMS malfunction indicator to indicate when the system is not operating properly. The TPMS malfunction indicator is combined with the low tire pressure telltale. When the system detects a malfunction, the telltale will flash for about one minute and then remain continuously illuminated. This sequence will continue upon subsequent vehicle start-ups as long as the malfunction exists. When the malfunction indicator is illuminated, the system may not be able to detect or signal low tire pressure as intended. TPMS malfunctions may occur for a variety of reasons, including the installation of replacement or alternate tires or wheels on the vehicle that prevent the TPMS from functioning properly. Always check the TPMS malfunction telltale after replacing one or more tires or wheels on your vehicle to ensure that the replacement or alternate tires and wheels allow the TPMS to continue to function properly. NOTICE If any of the below happens, we recommend that you have the system inspected by an authorized HYUNDAI dealer. 1. The Low Tire Pressure Telltale/ TPMS Malfunction Indicator does not illuminate for 3 seconds when the ignition switch is moved to the ON position or when the engine is running. 2. The TPMS Malfunction Indicator remains illuminated after blinking for about 1 minute. 3. The Low Tire Pressure Position Telltale remains illuminated. 
",,
406,"Low tire pressure warning light Low tire pressure position and tire pressure telltale OBN7I043022 OBN7I043022 When the tire pressure monitoring system warning indicators are illuminated and a warning message displayed on the cluster display, one or more of your tires is significantly under-inflated. The Low Tire Pressure Position Telltale will indicate which tire is significantly underinflated by illuminating the corresponding position light. If either telltale illuminates, immediately reduce your speed, avoid hard cornering and anticipate increased stopping distances. You should stop and check your tires as soon as possible. Inflate the tires to the proper pressure as indicated on the vehicles placard or tire inflation pressure label located on the drivers side center pillar outer panel. If you cannot reach a service station or if the tire cannot hold the newly added air, replace the low pressure tire with the spare tire. The Low Tire Pressure Telltale will remain on and the TPMS Malfunction Indicator may blink for one minute and then remain illuminated (when the vehicle is driven about 10 minutes at speed above 25 km/h (15.5 mph)) until you have the low pressure tire repaired and replaced on the vehicle. CAUTION In winter or cold weather, the Low Tire Pressure Telltale may be illuminated if the tire pressure was adjusted to the recommended tire inflation pressure in warm weather. It does not mean your TPMS is malfunctioning because the decreased temperature leads to a proportional lowering of tire pressure. When you drive your vehicle from a warm area to a cold area or from a cold area to a warm area, or the outside temperature is greatly higher or lower, you should check the tire inflation pressure and adjust the tires to the recommended tire inflation pressure. WARNING Low pressure damage Significantly low tire pressure makes the vehicle unstable and can contribute to loss of vehicle control and increased braking distances. Continued driving on low pressure tires can cause the tires to overheat and fail. WARNING Do not connect another vehicles Tire Mobility Kit (TMK) to the power outlet. This may cause a fire due to the difference in current capacity. 
",,"<img file_path=(image_Next_Gen_Verna_406_1.jpeg)>The image shows a car's tire pressure monitoring system (TPMS) display.  The display shows a top-down view of a car with four tires and the recommended tire pressure of 24 psi.  The display also indicates the location of each tire with a corresponding number, making it easy for the driver to identify the tire that needs attention. If the low tire pressure warning light is illuminated, the TPMS display will illuminate the corresponding position light, indicating which tire is significantly underinflated. In this case, the TPMS display indicates that all four tires are underinflated to the recommended pressure of 24 psi.</img>
"
407,"TPMS (Tire Pressure Monitoring System) malfunction indicator The TPMS Malfunction Indicator will illuminate after it blinks for about one minute when there is a problem with the Tire Pressure Monitoring System. We recommend that you have the system inspected by an authorized HYUNDAI dealer as soon as possible. NOTICE If there is a malfunction with the TPMS, the Low Tire Pressure Position Telltale will not be displayed even though the vehicle has an under-inflated tire. NOTICE The TPMS Malfunction Indicator may illuminate after blinking for one minute if the vehicle is near electric power supply cables or radio transmitters such as police stations, government and public offices, broadcasting stations, military installations, airports, transmitting towers, etc. Additionally, the TPMS Malfunction Indicator may illuminate if snow chains are used or electronic devices such as computers, chargers, remote starters, navigation, etc. This may interfere with normal operation of the TPMS. Changing a tire with TPMS If you have a flat tire, the Low Tire Pressure and Position telltales will come on. We recommend that you have the flat tire repaired by an authorized HYUNDAI dealer as soon as possible or replace the flat tire with the spare tire. NOTICE It is recommended that you do not use a puncture-repairing agent not approved by HYUNDAI dealer or the equivalent specified for your vehicle to repair and/ or inflate a low pressure tire. Tire sealant not approved by HYUNDAI dealer or the equivalent specified for your vehicle may damage the tire pressure sensor. The spare tire (if equipped) does not come with a tire pressure monitoring sensor. When the low pressure tire or the flat tire is replaced with the spare tire, the Low Tire Pressure Telltale will remain on. Also, the TPMS Malfunction Indicator will illuminate after blinking for one minute if the vehicle is driven at speed above 25 km/h (15.5 mph) for about 10 minutes. Once the original wheel equipped with a tire pressure monitoring sensor is reinflated to the recommended pressure and reinstalled on the vehicle, the Low Tire Pressure Telltale and TPMS Malfunction Indicator will go off within a few minutes of driving. 
",,
408,"If the indicators do not extinguish after a few minutes, it is recommended to contact the nearest authorized HYUNDAI dealer. Each wheel is equipped with a tire pressure sensor mounted inside the tire behind the valve stem (except for the spare tire). You must use TPMS specific wheels. It is recommended that you always have your tires serviced by an authorized HYUNDAI dealer. You may not be able to identify a tire with low pressure by simply looking at it. Always use a good quality tire pressure gauge to measure. Please note that a tire that is hot (from being driven) will have a higher pressure measurement than a tire that is cold. A cold tire means the vehicle has been sitting for 3 hours and driven for less than 1.6 km (1 mi.) in that 3 hour period. Allow the tire to cool before measuring the inflation pressure. Always be sure the tire is cold before inflating to the recommended pressure. WARNING The TPMS cannot alert you to severe and sudden tire damage caused by external factors such as nails or road debris. If you feel any vehicle instability, immediately take your foot off the accelerator, apply the brakes gradually with light force, and slowly move to a safe position off the road. WARNING Tampering with, modifying, or disabling the Tire Pressure Monitoring System (TPMS) components may interfere with the systems ability to warn the driver of low tire pressure conditions and/or TPMS malfunctions. Tampering with, modifying, or disabling the Tire Pressure Monitoring System (TPMS) components may void the warranty for that portion of the vehicle. WARNING  Do not modify the vehicle; it may interfere with the TPMS function.  The wheels on the market do not have a TPMS sensor. For your safety, we recommend that you use parts for replacement from an authorized HYUNDAI dealer.  If you use the wheels on the market, use a TPMS sensor approved by a HYUNDAI dealer or the equivalent approved for your vehicle. If your vehicle is not equipped with a TPMS sensor or TPMS does not work properly, you may fail the periodic vehicle inspection conducted in your country. 
",,
409,",)<28+$9($)/$77,5(:,7+63$5(7,5(,)(48,33(' WARNING Changing a tire can be dangerous. Follow the instructions in this section when changing a tire to reduce the risk of serious injury or death. CAUTION Be careful as you use the jack handle to stay clear of the flat end. The flat end has sharp edges that could cause cuts. Jack and tools OHCI060010 OHCI060010 (1) Jack (2) Jack handle (3) Wheel lug nut wrench (4) Towing hook OBN7I083009 OBN7I083009 Turn the winged hold down bolt counterclockwise to remove the spare tire. Store the spare tire in the same compartment by turning the winged hold down bolt clockwise. To prevent the spare tire and tools from ""rattling"", store them in their proper location. The jack, jack handle, and wheel nut wrench are stored in the luggage compartment under the luggage box cover. The jack is provided for emergency tire changing only. 
",,"<img file_path=(image_Next_Gen_Verna_409_1.jpeg)>The image shows the tools for changing a flat tire. The tools include a jack, a jack handle, a wheel lug nut wrench, and a towing hook. The jack and the tools are stored in the luggage compartment under the luggage box cover. The jack is provided for emergency tire changing only. 
</img>
<img file_path=(image_Next_Gen_Verna_409_2.jpeg)>The image shows the spare tire stored in the luggage compartment of a vehicle. The spare tire is secured by a winged hold down bolt which is located in the center of the spare tire. To remove the spare tire, the winged hold down bolt should be turned counterclockwise. Once the spare tire is removed, it can be stored in the same compartment by turning the winged hold down bolt clockwise. The image also shows a black arrow indicating the direction to turn the bolt to remove the spare tire. The image is accompanied by text that provides instructions on how to remove and store the spare tire, as well as a warning about the dangers of changing a tire.</img>
"
410,"Changing tires WARNING A vehicle can slip or roll off of a jack causing serious injury or death to you or those nearby. Take the following safety precautions: Do not get under a vehicle that is supported by a jack. NEVER attempt to change a tire in the lane of traffic. ALWAYS move the vehicle completely off the road on level, firm ground away from traffic before trying to change a tire. If you cannot find a level, firm place off the road, call a towing service for assistance. Be sure to use the jack provided with the vehicle. ALWAYS place the jack on the designated jacking positions on the vehicle and NEVER on the bumpers or any other part of the vehicle for jacking support. Do not start or run the engine while the vehicle is on the jack. Do not allow anyone to remain in the vehicle while it is on the jack. Keep children away from the road and the vehicle. OBN7I083010 OBN7I083010 If it is hard to loosen the tire hold down wing bolt by hand, you can loosen it easily using the wheel lug nut wrench (1). 1. Put the wheel lug nut wrench (1) inside of the tire hold-down wing bolt. 2. Turn the tire hold-down wing bolt counterclockwise with the wheel lug nut wrench (1). 
",,"<img file_path=(image_Next_Gen_Verna_410_1.jpeg)>The image shows a close-up view of a tire hold-down wing bolt being loosened using a wheel lug nut wrench. The wrench is inserted into the wing bolt and turned counterclockwise to loosen the bolt. The image is accompanied by text explaining the process, including safety precautions to take when changing a tire. The text emphasizes</img>
"
411,"Follow these steps to change your vehicles tire: 1. Park on a level, firm surface. 2. Shift the gear to P (Park, for IVT/ dual clutch transmission) or neutral (for manual transmission vehicle) apply the parking brake, and move the ignition switch to the LOCK/OFF position. 3. Press the hazard warning flasher button. 4. Remove the wheel lug wrench, jack, jack handle, and spare tire from the vehicle. OBN7I083012 OBN7I083012 [A] : Block 5. Block both the front and rear of the tire diagonally opposite of the tire you are changing. OBN7I083014 OBN7I083014 6. Loosen the wheel nuts counterclockwise one turn each in the order shown above, but do not remove any wheel nuts until the tire has been raised off of the ground. OBN7I083011 OBN7I083011 7. Place the jack at the designated jacking position under the frame closest to the tire you are changing. The jacking positions are plates welded to the frame with two notches. Never jack at any other position or part of the vehicle. Doing so may damage the side seal molding or other parts of the vehicle. 
Follow these steps to change your vehicles tire: 1. Park on a level, firm surface. 2. Shift the gear to P (Park, for IVT/ dual clutch transmission) or neutral (for manual transmission vehicle) apply the parking brake, and move the ignition switch to the LOCK/OFF position. 3. Press the hazard warning flasher button. 4. Remove the wheel lug wrench, jack, jack handle, and spare tire from the vehicle. OBN7I083012 OBN7I083012 [A] : Block 5. Block both the front and rear of the tire diagonally opposite of the tire you are changing. OBN7I083014 OBN7I083014 6. Loosen the wheel nuts counterclockwise one turn each in the order shown above, but do not remove any wheel nuts until the tire has been raised off of the ground. OBN7I083011 OBN7I083011 7. Place the jack at the designated jacking position under the frame closest to the tire you are changing. The jacking positions are plates welded to the frame with two notches. Never jack at any other position or part of the vehicle. Doing so may damage the side seal molding or other parts of the vehicle. 
",,"<img file_path=(image_Next_Gen_Verna_411_1.jpeg)>The image shows a car with the front driver's side tire removed and a jack positioned under the vehicle. The car is elevated using the jack. The jack is positioned at the designated jacking position, which is a plate welded to the frame with two notches.  A spare tire is on the ground, and a wheel wrench is resting on the removed tire. The front and rear tires on the opposite side of the car are blocked with wedges labeled ""A"". 
</img>
<img file_path=(image_Next_Gen_Verna_411_2.jpeg)>The image shows a close-up view of a car tire with the wheel lug wrench being used to loosen the wheel nuts. The numbers 1, 2, 3 and 4 are marked on the wheel nuts, indicating the order in which they should be loosened. An arrow indicates the direction to turn the wrench to loosen the nuts. The image is accompanied by a description of the steps involved in changing a tire, which includes loosening the wheel nuts in a specific order. It highlights the importance of loosening the nuts slightly before jacking up the vehicle.</img>
<img file_path=(image_Next_Gen_Verna_411_3.jpeg)>The image shows a car with two jacking points highlighted. The top image shows the car from the side with two circles on the underside of the car marking the jacking points. The bottom images show the jack placed at each of these points.  The text explains that the jacking points are plates welded to the frame of the car with two notches and that you should never jack the car at any other point.  Doing so may damage the side seal molding or other parts of the vehicle. 
</img>
"
412," WARNING Wheels may have sharp edges. Handle them carefully to avoid possible severe injury. Before putting the wheel into place, be sure that there is nothing on the hub or wheel (such as mud, tar, gravel, etc.) that interferes with the wheel from fitting solidly against the hub. If there is, remove it. If there is not good contact on the mounting surface between the wheel and hub, the wheel nuts could come loose and cause the loss of a wheel. Loss of a wheel may result in loss of control of the vehicle. This may cause serious injury or death. 10. Install the spare tire onto the studs of the hub. 11. Tighten the lug nuts with your fingers onto the studs with the smaller end of the lug nuts closest to the wheel. 12. Lower the vehicle to the ground by turning the jack handle counterclockwise. OBN7I083013 OBN7I083013 8. Insert the jack handle into the jack and turn it clockwise, raising the vehicle until the tire clears the ground. Make sure the vehicle is stable on the jack. 9. Loosen the lug nuts with the wheel lug nut wrench and remove them with your fingers. Remove the wheel from the studs and lay it flat on the ground out of the way. Remove any dirt or debris from the studs, mounting surfaces, and wheel. 
",,"<img file_path=(image_Next_Gen_Verna_412_1.jpeg)>The image depicts a car being lifted by a jack. The car is lifted by turning the jack handle clockwise, raising the vehicle until the tire clears the ground. It is important to ensure that the vehicle is stable on the jack. A curved arrow on the image indicates that the jack handle is being turned clockwise.  A wrench is also visible on the ground next to the jack.  The image demonstrates step 8 of the car maintenance procedure described in the provided text. 
</img>
"
413,"NOTICE Check the tire pressure as soon as possible after installing a spare tire. Adjust it to the recommended pressure. CAUTION Your vehicle has metric threads on the studs and wheel nuts. Make certain during tire changing that the same nuts that were removed are reinstalled. If you have to replace your wheel bolts make sure they have metric threads to avoid damaging the studs and ensure the wheel is properly secured to the hub. We recommend that you consult an authorized HYUNDAI dealer for assistance. WARNING Wheel studs If the studs are damaged, they may lose their ability to retain the wheel. This could lead to the loss of the wheel and a collision resulting in serious injuries. If any of the equipment such as the jack, wheel nuts, studs, or other equipment is damaged or in poor condition, do not attempt to change the tire and call for assistance. OBN7I083015 OBN7I083015 13. Use the wheel lug nut wrench to tighten the lug nuts in the order shown. Double-check each lug nut until they are tight. After changing tires, we recommend that an authorized HYUNDAI dealer tighten the lug nuts to their proper torque as soon as possible. The wheel lug nut should be tightened to 11~13 kgfm (79~94 lbfft). If you have a tire gauge, check the tire pressure (see Tires and Wheels section in chapter 2 for tire pressure instructions.). If the pressure is lower or higher than recommended, drive slowly to the nearest service station and adjust it to the recommended pressure. Always reinstall the valve cap after checking or adjusting tire pressure. If the cap is not replaced, air may leak from the tire. If you lose a valve cap, buy another and install it as soon as possible. After changing tires, secure the flat tire and return the jack and tools to their proper storage locations. 
",,"<img file_path=(image_Next_Gen_Verna_413_1.jpeg)>The image shows a close-up of a car wheel with a lug wrench tightening the lug nuts. The numbers 1-4 are marked on the lug nuts, indicating the order in which they should be tightened. The arrow indicates the direction of the wrench's movement in tightening the lug nuts. The text data emphasizes the importance of tightening the lug nuts in a specific order and to the proper torque, and to use the original lug nuts or those with metric threads to prevent damage to the wheel studs and ensure the wheel is properly secured.  It also warns that damaged wheel studs could lead to wheel detachment and serious injury, recommending seeking professional assistance if any equipment is damaged. After changing tires, the image reminds the reader to check tire pressure, secure the flat tire, and return the jack and tools to their storage locations. 
</img>
"
414,"Use of compact spare tires (if equipped) Compact spare tires are designed for emergency use only. Drive carefully on the compact spare tire and always follow the safety precautions. WARNING To prevent compact spare tire failure and loss of control possibly resulting in an accident: Use the compact spare tire only in an emergency. NEVER operate your vehicle over 80 km/h (50 mph). Do not exceed the vehicles maximum load rating or the load carrying capacity shown on the sidewall of the compact spare tire. Do not use the compact spare tire continuously. Repair or replace the original tire as soon as possible to avoid failure of the compact spare tire. When driving with the compact spare tire mounted to your vehicle: Check the tire pressure after installing the compact spare tire. The compact spare tire should be inflated to 420 kPa (60 psi). Do not take this vehicle through an automatic car wash while the compact spare tire is installed. Do not use the compact spare tire on any other vehicle because this tire has been designed especially for your vehicle. The compact spare tires tread life is shorter than a regular tire. Inspect your compact spare tire regularly and replace worn compact spare tires with the same size and design, mounted on the same wheel. Do not use more than one compact spare tire at a time. Do not tow a trailer while the compact spare tire is installed. Information When the original tire and wheel are repaired and reinstalled on the vehicle, the wheel nuts torque must be set correctly. The correct wheel nut tightening torque is 11~13 kgf.m (79~94 lbf.ft). NOTICE To prevent damaging the compact spare tire and your vehicle:  Drive slowly enough for the road conditions to avoid all hazards, such as a potholes or debris.  Avoid driving over obstacles. The compact spare tire diameter is smaller than the diameter of a conventional tire and reduces the ground clearance about 25 mm (1 in.).  Do not use tire chains on the compact spare tire. Because of the smaller size, a tire chain will not fit properly.  Do not use the compact spare tire on any other wheels, nor should standard tires, snow tires, wheel covers or trim rings be used with the compact spare wheel. 
",,
415,"Jack label OOS067043 OOS067043 The actual Jack label in the vehicle may differ from the illustration. For more detailed specifications, refer to the label attached to the jack. 1. Model Name 2. Maximum allowable load 3. When using the jack, set your parking brake. 4. When using the jack, stop the engine. 5. Do not get under a vehicle that is supported by a jack. 6. The designated locations under the frame 7. When supporting the vehicle, the base plate of jack must be vertical under the lifting point. 8. Shift the gear to the P position on with IVT/dual clutch transmission. 9. The jack should be used on firm level ground. 10. Jack manufacture 11. Production date 12. Representative company and address 
",,"<img file_path=(image_Next_Gen_Verna_415_1.png)>The image is a jack label with instructions and safety precautions for using a jack. It shows the maximum allowable load of the jack, the proper positioning of the jack under the vehicle, and the designated locations under the frame to use the jack. It also warns users to set the parking brake, stop the engine, not to get under a vehicle supported by a jack, and to use the jack on firm level ground. Additionally, it includes information about the jack manufacturer, production date, and representative company and address. The image also features a diagram of the vehicle being lifted by the jack. It emphasizes the importance of using the jack safely and following all instructions for proper operation.</img>
"
416,"EC declaration of conformity for jack NX4I082001 NX4I082001 
",,"<img file_path=(image_Next_Gen_Verna_416_1.png)>The image is an EC Declaration of Conformity for jack NX4I082001 issued by MK Tron Autoparts Private Limited. The document states that the company declares that the products, jack assemblies - pantograph & bottle jacks, are in conformity with the provision of following EC Directive(s). The document also specifies the products, their type designations, year of manufacture, and the standards or normative documents that the declaration reacts with. The document also contains the company’s address, contact details, and the name and designation of the manager.  The document is dated 13.04.2022. 
</img>
"
