page_no,page_data,tab_data,image_data
306,"Recommended engine coolant Use only soft (distilled) water in the coolant mixture. The engine in your vehicle has aluminum engine parts and must be protected by an ethylene-glycol-based coolant to prevent corrosion and freezing. DO NOT USE alcohol or methanol coolant or mix them with the specified coolant. Do not use a solution that contains more than 60% antifreeze or less than 35% antifreeze, which would reduce the effectiveness of the solution. For mixture percentage, refer to the following table. WARNING Radiator cap Do not remove the radiator cap when the engine and radiator are hot. Scalding hot coolant and steam may blow out under pressure causing serious injury. Changing the coolant We recommend that the coolant be replaced by an authorized HYUNDAI dealer. NOTICE Put a thick cloth or fabric around the radiator cap before refilling the coolant in order to prevent the coolant from overflowing into engine parts such as the alternator. WARNING Coolant Do not use radiator coolant or antifreeze in the washer fluid reservoir. Radiator coolant can severely obscure visibility when sprayed on the windshield and may cause loss of vehicle control or damage to paint and body trim. Ambient Temperature Mixture Percentage (volume) Antifreeze Water -15 C (5 F) 35 65 -25 C (-13 F) 40 60 -35 C (-31 F) 50 50 -45 C (-49 F) 60 40 
","<tab>The table details the recommended engine coolant mixture percentages for various ambient temperatures. It emphasizes the importance of using soft water in the coolant and avoiding alcohol or methanol coolants. The mixture should consist of antifreeze and water, with the percentages depending on the outside temperature. 

For temperatures as low as -15°C, a 35% antifreeze to 65% water ratio is suggested. This ratio changes to 40% antifreeze and 60% water for temperatures reaching -25°C. As the coldest temperature reaches -35°C, a 50-50 antifreeze to water ratio is recommended. In extremely cold weather, reaching -45°C, the antifreeze percentage should increase to 60% and the water percentage decrease to 40%. 

These recommendations aim to help drivers prepare for cold weather and protect their engines effectively.</tab>
",
307,"%5$.(&/87&+,)(48,33(')/8,' Checking the brake/clutch fluid level WARNING Loss of brake fluid In the event the brake system requires frequent additions of fluid, we recommend that the system be inspected by an authorized HYUNDAI dealer. i Information Before removing the brake/clutch filter cap, read the warning on the cap. WARNING Clean the filler cap before removing. Use only DOT 4 brake/clutch fluid from a sealed container. Check the fluid level in the reservoir periodically. The fluid level should be between MAX (Maximum) and MIN (Minimum) marks on the side of the reservoir. Before removing the reservoir cap and adding the brake/clutch fluid, clean the area around the reservoir cap thoroughly to prevent brake/clutch fluid contamination. If the level is low, add the fluid to the MAX (Maximum) level. The level will fall with accumulated mileage. This is a normal condition associated with the wear of the brake linings and/or clutch disc (if equipped). If the fluid level is excessively low, we recommend that the system be checked by an authorized HYUNDAI dealer. Use only the specified brake/clutch fluid. (Refer to Recommended lubricants or capacities in chapter 2.) Never mix different types of fluid. OAI3089006 OAI3089006 
",,"<img file_path=(image_hyundai_exter_307_1.jpeg)>The image shows a close-up view of a car engine compartment with an arrow pointing to the brake/clutch fluid reservoir. The reservoir is a blue plastic container with a cap. The image is likely from a car maintenance manual, as it shows the location of the reservoir and provides instructions on how to check the brake/clutch fluid level. The text accompanying the image provides warnings about the importance of checking the fluid level regularly and using only the recommended type of brake/clutch fluid. It also mentions that the fluid level will decrease naturally over time due to wear and tear on the brake linings and clutch disc, and that if the level is excessively low, the system should be checked by an authorized Hyundai dealer.  The image and text are designed to help car owners understand how to maintain their brakes and clutch systems properly. 
</img>
"
308," WARNING Brake/clutch fluid When changing and adding the brake/ clutch fluid, handle it carefully. Do not let it come in contact with your eyes. If the brake/clutch fluid come in contact with your eyes, immediately flush them with a large quantity of fresh tap water. Have your eyes examined by a doctor as soon as possible. NOTICE  Do not allow the brake/clutch fluid to contact the vehicles body paint, as it will result in paint damage.  NEVER use brake/clutch fluid which have been exposed to open air for an extended time, as its quality cannot be guaranteed. It should be properly disposed.  Dont put in the wrong kind of fluid. A few drops of mineral-based oil in your brake/clutch system can damage brake/clutch system parts. 
",,
309,"WASHER FLUID Checking the washer fluid level WARNING Coolant Do not use radiator coolant or antifreeze in the washer fluid reservoir. Radiator coolant can severely obscure visibility when sprayed on the windshield and may cause loss of vehicle control or damage to the paint and body trim. Windshield washer fluid agents contain some amounts of alcohol and can be flammable under certain circumstances. Do not allow sparks or flame come in contact with the washer fluid or the washer fluid reservoir. Damage to the vehicle or occupants could occur. Windshield washer fluid is poisonous to humans and animals. Do not drink and avoid coming in contact with the windshield washer fluid. Serious injury or death could occur. Check the fluid level in the washer fluid reservoir and add fluid if necessary. Plain water may be used if washer fluid is not available. However, use washer solvent with antifreeze characteristics in cold climates to prevent freezing. OAI3089007 OAI3089007 
",,"<img file_path=(image_hyundai_exter_309_1.jpeg)>The image shows a diagram of the washer fluid reservoir in a vehicle. The reservoir is a blue cylindrical container with a black cap on top. A black arrow points to the reservoir, indicating that it is located under the hood of the vehicle. The text provided warns against using radiator coolant or antifreeze in the washer fluid reservoir, as it can obscure visibility and cause damage to the vehicle. It also states that windshield washer fluid is poisonous and should not be ingested or come into contact with skin. The text recommends using plain water if washer fluid is unavailable, but advises using a solvent with antifreeze characteristics in cold climates to prevent freezing.  The text also highlights the flammability of washer fluid and warns against exposing it to sparks or flames. 
</img>
"
310,"PARKING BRAKE Checking the parking brake OAI3069006 OAI3069006 Check the stroke of the parking brake by counting the number of clicks heard while fully applying it from the released position. Also, the parking brake alone should securely hold the vehicle on a fairly steep grade. If the stroke is more or less than specified, we recommend that the system be inspected by an authorized HYUNDAI dealer. Stroke: 5-7 clicks at a force of 20 kg (44 lbs, 196 N). 
",,"<img file_path=(image_hyundai_exter_310_1.jpeg)>The image shows a handbrake lever in a car. The arrow indicates the direction to pull the handbrake lever to engage the parking brake. The text explains how to check the stroke of the parking brake by counting the number of clicks heard while fully applying it from the released position. The text also states that the parking brake should securely hold the vehicle on a steep grade. The stroke should be 5-7 clicks at a force of 20 kg. If the stroke is outside this range, it is recommended that the system be inspected by an authorized HYUNDAI dealer. 
</img>
"
311,"AIR CLEANER Filter replacement The air cleaner filter can be cleaned for inspection using compressed air. Do not attempt to wash or to rinse it. Otherwise, water will damage the filter. If soiled, the air cleaner filter must be replaced. 3. Remove the used filter and wipe the inside of the air cleaner housing carefully not to remain dusts incover housing. 4. Place the new filter with clean hands and ensure the rubber gasket is not taken off. 5. Reassemble in the reverse order of removal. 1. Loosen the hose clamp and remove hose from cleaner. 2. Open the cleaner cover by openingthe clips. OAI3089040 OAI3089040 OAI3089041 OAI3089041 
",,"<img file_path=(image_hyundai_exter_311_1.jpeg)>The image shows the first step in replacing the air cleaner filter. The step involves loosening the hose clamp and removing the hose from the cleaner. A blue arrow with a circular arrowhead indicates the direction to loosen the hose clamp. The hose clamp is located on a hose connected to the air cleaner housing, which is visible in the image.  The air cleaner housing is located near the engine of a vehicle. 
</img>
<img file_path=(image_hyundai_exter_311_2.jpeg)>The image shows the process of replacing an air cleaner filter. The first step is to loosen the hose clamp and remove the hose from the cleaner. Next, open the cleaner cover by opening the clips. The third step is to remove the used filter and wipe the inside of the air cleaner housing carefully. Then, place the new filter with clean hands and ensure the rubber gasket is not taken off. Finally, reassemble in the reverse order of removal. The image highlights the removal of the hose from the cleaner with an arrow.  The text further emphasizes the importance of using clean hands and ensuring the rubber gasket is not removed while installing the new filter. It also mentions that the used filter can be cleaned using compressed air, but should not be washed or rinsed with water to prevent damage. Replacing a soiled filter is crucial. 
</img>
<img file_path=(image_hyundai_exter_311_3.jpeg)>The image shows step 3 of replacing an air cleaner filter. The filter has been removed from its housing and is being held by a hand. The blue arrow indicates the location of the filter housing, which is an open rectangular box. This step is followed by placing a new filter with clean hands, ensuring the rubber gasket is not taken off, and reassembling the cleaner in the reverse order of removal.</img>
"
312,"i Information If the vehicle is operated in extremely dusty or sandy areas, replace the element more often than the usual recommended intervals (refer to Maintenance Under Severe Usage Conditions in this chapter). NOTICE  Do not drive with the air cleaner filter removed. This will result in excessive engine wear.  When removing the air cleaner filter after loosening the hose be careful that dust or dirt does not enter the air intake hose or engine side, or else damage may result.  Use HYUNDAI genuine parts or the equivalent specified for your vehicle. Use of non-genuine parts could damage the air flow sensor. 
",,
313,"Filter inspection CLIMATE CONTROL AIR FILTER If the vehicle is operated in the severely air-polluted cities or on dusty rough roads for a long period, it should be inspected more frequently and replaced earlier. When you, the owner, replace the climate control air filter, replace it performing the following procedure, and be careful to avoid damaging other components. Replace the filter according to the maintenance Schedule. Filter replacement 2. Push in both sides of the glove box as shown. This will ensure that the glove box stopper pins will get released from its holding location allowing the glove box to hang. OAH2078021 OAH2078021 3. Remove the climate control air filter cover. 1. Open the glove box. OAI3059035 OAI3059035 
",,"<img file_path=(image_hyundai_exter_313_1.jpeg)>The image shows a step in the process of replacing a climate control air filter in a vehicle.  The image shows the open glove compartment and the first step is to push in both sides of the glove box to release the stopper pins. This will allow the glove box to hang down and access the climate control air filter cover.  The image also shows an arrow pointing to the glove box cover which is to be removed in the next step.</img>
<img file_path=(image_hyundai_exter_313_2.png)>The image shows a close-up of the passenger side dashboard of a vehicle. It illustrates the first step in the process of replacing the climate control air filter. To begin, the glove compartment must be opened, followed by pushing in both sides of the glove box, indicated by the blue arrows. This action releases the glove box stopper pins and allows the glove box to hang down. This will then expose the climate control air filter cover for removal. 
</img>
<img file_path=(image_hyundai_exter_313_3.jpeg)>The image shows the third step in replacing a climate control air filter. The image shows a rectangular filter cover with two arrows pointing towards each side of the cover. The arrows indicate that the cover should be removed by pushing in on both sides of the cover. This will release the stopper pins and allow the cover to hang.</img>
"
314,"4. Clean the climate control air filter. 5. Reassemble in the reverse order of disassembly. NOTICE Install a new climate control air filter in the correct direction with the arrow symbol () facing downwards. Otherwise, the climate control effects may decrease, possibly with a noise. 
",,"<img file_path=(image_hyundai_exter_314_1.jpeg)>The image shows a rectangular, grey air filter for a climate control system. It has a series of parallel lines running across its surface. An arrow symbol is not visible in the image, however, the provided text explains that the arrow should be facing downwards when installing the filter. If the arrow is not facing downwards, the climate control effects may be negatively affected, potentially causing noise. 
</img>
"
315,"WIPER BLADES Blade inspection Blade replacement When the wipers no longer clean adequately, the blades may be worn or cracked, and require replacement. NOTICE To prevent damage to the wiper arms or other components, do not attempt to move the wipers manually. NOTICE The use of a non-specified wiper blade could result in wiper malfunction and failure. i Information Commercial hot waxes applied by automatic car washes have been known to make the windshield difficult to clean. Contamination of either the windshield or the wiper blades with foreign matter can reduce the effectiveness of the windshield wipers. Common sources of contamination are insects, tree sap, and hot wax treatments used by some commercial car washes. If the blades are not wiping properly, clean both the window and the blades with a good cleaner or mild detergent, and rinse thoroughly with clean water. NOTICE To prevent damage to the wiper blades, do not use petrol, kerosene, paint thinner, or other solvents on or near them. 
",,"<img file_path=(image_hyundai_exter_315_1.png)>The image shows a car with its windshield wipers in an upright position. The windshield is covered with rain or water droplets and the wipers are about to sweep across the windshield to clear it. The image highlights the importance of windshield wipers in maintaining a clear view while driving, particularly in adverse weather conditions. 
</img>
"
316,"Front windshield wiper blade OLMB073020 OLMB073020 1. Raise the wiper arm and turn the wiper blade assembly to expose the plastic locking clip. NOTICE Do not allow the wiper arm to fall against the windshield, since it may chip or crack the windshield. 2. Compress the clip and slide the blade assembly downward. 3. Lift it off the arm. 4. Install the blade assembly in the reverse order of removal. OLMB073022 OLMB073022 
",,"<img file_path=(image_hyundai_exter_316_1.jpeg)>The image shows a step in the process of replacing a windshield wiper blade. The image highlights the first step, which involves raising the wiper arm and turning the wiper blade assembly to expose the plastic locking clip. A blue arrow points to the direction in which the wiper blade assembly should be turned. The text data provides a detailed description of the process for replacing the windshield wiper blade, which includes raising the wiper arm, compressing the clip, sliding the blade assembly downward, lifting it off the arm, and then installing the blade assembly in the reverse order of removal. The text data also emphasizes the importance of not allowing the wiper arm to fall against the windshield, as it may chip or crack the windshield.  </img>
<img file_path=(image_hyundai_exter_316_2.jpeg)>The image shows a step-by-step guide on how to remove a front windshield wiper blade. The first step is to raise the wiper arm and turn the blade assembly to expose the plastic locking clip. The second step is to compress the clip and slide the blade assembly downward. The third step is to lift the blade assembly off the arm. The fourth step is to install the blade assembly in the reverse order of removal. The image also includes a notice that warns users not to allow the wiper arm to fall against the windshield, since it may chip or crack the windshield.  The blue arrows in the image highlight the steps involved in the process. 
</img>
<img file_path=(image_hyundai_exter_316_3.jpeg)>The image shows a hand holding a windshield wiper blade assembly. The wiper blade is being removed from the wiper arm. The wiper arm is raised and the plastic locking clip is exposed. The clip is being compressed and the blade assembly is being slid downward. The blade assembly will then be lifted off the arm. The process of removing the wiper blade assembly is shown in the image. The user should be careful not to allow the wiper arm to fall against the windshield, since this may chip or crack the windshield.</img>
"
317,"Rear window wiper blade (if equipped) 1. Raise the wiper arm and rotate the wiper blade assembly (1). 2. Pull out the wiper blade assembly. OLMB073024 OLMB073024 3. Install the new blade assembly by inserting the center part into the slot in the wiper arm until it clicks into place. 4. Make sure the blade assembly is installed firmly by trying to pull it slightly. To prevent damage to the wiper arms or other components, we recommend that the wiper blade be replaced by an authorized HYUNDAI dealer. OLMB073023 OLMB073023 
",,"<img file_path=(image_hyundai_exter_317_1.jpeg)>The image shows the second step of replacing the rear window wiper blade, which involves pulling out the wiper blade assembly. The assembly is labeled with a ""1"" and the image depicts a blue arrow indicating that it should be pulled out. The arrow points to the right, suggesting that the assembly should be pulled in that direction. Additionally, a callout box highlights the center part of the assembly, which should be inserted into the slot of the wiper arm for installation. This step is part of a larger process for replacing the rear window wiper blade, which involves several steps outlined in the accompanying text. 
</img>
<img file_path=(image_hyundai_exter_317_2.jpeg)>The image shows a rear window wiper blade assembly being replaced. The image focuses on the third step of the process, where the new blade assembly is being installed by inserting the center part into the slot in the wiper arm until it clicks into place. The image highlights the center part of the new blade assembly being inserted into the slot in the wiper arm, with a blue arrow pointing to the point of insertion.  The image also provides a magnified view of the assembly being inserted.  This is a close-up view of the wiper arm and the center part of the new blade assembly being installed. The magnified view provides more detail about the process and makes it easier to understand how to insert the new blade assembly.</img>
"
318,"BATTERY For best battery service OAI3089010 OAI3089010 Keep the battery securely mounted. Keep the battery top clean and dry. Keep the terminals and connections clean, tight, and coated with petroleum jelly or terminal grease. Rinse any spilled electrolyte from the battery immediately with a solution of water and baking soda. If the vehicle is not going to be used for an extended time, disconnect the negative terminal cable of the battery to prevent discharge. Information - For batteries marked with UPPER and LOWER If your vehicle is equipped with a battery marked with LOWER (MIN) and UPPER (MAX) on the side, you should check the electrolyte level. The electrolyte level should be between LOWER (MIN) and UPPER (MAX). Be careful not to spill distilled (or de-mineralized) water over the battery surface or other adjacent components. Also, do not overfill the battery cells. If not, it may corrode the battery or other components. Finally, securely close the cell cap. However, we recommend you to contact an authorized HYUNDAI dealer for better battery service. NOTICE If the Electrolyte level is Low, add distilled (or demineralized) water. Never add sulfuric acid or other electrolyte. OHYK077011 OHYK077011 
",,"<img file_path=(image_hyundai_exter_318_1.png)>The image shows a car battery, located in the engine compartment of a vehicle. The battery is highlighted in a light blue color and an arrow points to it. This suggests that the image is part of a manual or guide that explains how to locate and maintain the car battery. The surrounding text provides further information on how to care for the battery, including keeping it clean and dry, securing it properly, and maintaining the electrolyte level. It also emphasizes the importance of disconnecting the negative terminal cable when the vehicle is not in use for an extended period to prevent discharge. Additionally, the text advises consulting an authorized Hyundai dealer for better battery service. 
</img>
<img file_path=(image_hyundai_exter_318_2.jpeg)>The image shows a car battery with a black rectangular area on the front. The battery is marked with UPPER and LOWER.  The image illustrates the correct electrolyte level for the battery. The electrolyte level should be between the UPPER and LOWER marks on the side of the battery. It's important to only add distilled or demineralized water if the electrolyte level is low. Never add sulfuric acid or other electrolyte.</img>
"
319," WARNING Battery dangers Always read the following instructions carefully when handling a battery. Keep lighted cigarettes and all other flames or sparks away from the battery. Hydrogen, a highly combustible gas, is always present in battery cells and may explode if ignited. Keep batteries out of the reach of children because batteries contain highly corrosive SULFURIC ACID. Do not allow battery acid to contact your skin, eyes, clothing or paint finish. If any electrolyte gets into your eyes, flush your eyes with clean water for at least 15 minutes and get immediate medical attention. If electrolyte gets on your skin, thoroughly wash the contacted area. If you feel a pain or a burning sensation, get medical attention immediately. Wear eye protection when charging or working near a battery. Always provide ventilation when working in an enclosed space. An inappropriately disposed battery can be harmful to the environment and human health. Dispose the battery according to your local law(s) or regulation. The battery contains lead. Do not dispose of it after use. Please return the battery to an authorized HYUNDAI dealer to be recycled.  When lifting a plastic-cased battery, excessive pressure on the case may cause battery acid to leak, resulting in personal injury. Lift with a battery carrier or with your hands on opposite corners.  Never attempt to recharge the battery when the battery cables are connected.  The electrical ignition system works with high voltage. Never touch these components with the engine running or the ignition switched on. Failure to follow the above warnings can result in serious bodily injury or death. 
",,
320,"NOTICE If you connect unauthorized electronic devices to the battery, the battery may be discharged. Never use unauthorized devices. WARNING Always follow these instructions when handling your vehicles battery to prevent damage to your battery: When you do not use the vehicle for a long time in a low temperature area, disconnect the battery and keep it indoors. Always charge the battery fully to prevent battery case damage in low temperature areas. Prevent liquid from wetting the battery terminals. The performance of the battery may be degraded, and may cause injury. Be cautious when loading liquid in the tailgate. Do not tilt the battery. If you connect unauthorized electronic devices to the battery, the battery may be discharged. Never use unauthorized devices. Battery capacity label   Example Example OAI3V093060 OAI3V093060  The actual battery label in the vehicle may differ from the illustration. 1. MF35L: The HYUNDAI model name of battery 2. 12 V: The nominal voltage 3. 35Ah(20HR): The nominal capacity (in Ampere hours) 4. RC 52min: The nominal reserve capacity (in minutes) 5. CCA300: The cold-test current in amperes by SAE 6. 300A: The cold-test current in amperes by EN 
",,"<img file_path=(image_hyundai_exter_320_1.jpeg)>The image is a diagram of a battery label found in a HYUNDAI vehicle. The label displays the following information: the battery model name (MF35L), the nominal voltage (12V), the nominal capacity (35Ah(20HR)), the nominal reserve capacity (RC 52min), the cold-test current in amperes (CCA 300A (SAE/EN)), and the phrase ""MAINTENANCE FREE.""  It also includes five safety symbols: a crossed-out wrench and screwdriver, indicating no need for maintenance, goggles, indicating the need for eye protection, a no-entry sign, indicating children should not be around the battery, a warning triangle with a battery inside, indicating the battery should not be tilted, and an explosion symbol, indicating caution when loading liquid into the tailgate. The text surrounding the image outlines safety precautions for handling the battery, including disconnecting it when the vehicle is not being used in cold temperatures, charging it fully, avoiding liquids near the terminals, and not using unauthorized devices. The text also mentions that the battery label in the vehicle may differ from the illustration.</img>
"
321,"Battery recharging Your vehicle has a maintenance-free, calcium-based battery. If the battery becomes discharged in a short time (because, for example, the headlights or interior lights were left on while the vehicle was not in use), recharge it by slow charging (trickle) for 10 hours. If the battery gradually discharges because of high electric load while the vehicle is being used, recharge it at 20-30A for two hours. WARNING Recharging battery When recharging the battery, observe the following precautions: The battery must be removed from the vehicle and placed in an area with good ventilation. Do not allow cigarettes, sparks, or flame near the battery. Watch the battery during charging, and stop or reduce the charging rate if the battery cells begin gassing (boiling) violently or if the temperature of the electrolyte of any cell exceeds 49 C (120 F). Wear eye protection when checking the battery during charging. Disconnect the battery charger in the following order. 1. Turn off the battery charger main switch. 2. Unhook the negative clamp from the negative battery terminal. 3. Unhook the positive clamp from the positive battery terminal. WARNING  Before performing maintenance or recharging the battery, turn off all accessories and stop the engine.  The negative battery cable must be removed first and installed last when the battery is disconnected. Reset items Items should be reset after the battery has been discharged or the battery has been disconnected.  Auto up/down window (See chapter 5)  Climate control system (See chapter 5)  Audio (See chapter 5) Battery replacement Replacing a Battery required precautionary measures. We recommend that you consult an authorized HYUNDAI dealer. NOTICE Make sure the battery is installed securely when the it is replaced. If the battery vibrates while driving,the case and electrode plate can be damaged. 
",,
322,"TIRES AND WHEELS Tire care For proper maintenance, safety and maximum fuel economy, you must always maintain recommended tire inflation pressures and stay within the load limits and weight distribution recommended for your vehicle. Recommended cold tire inflation pressures All tire pressures (including the spare) should be checked when the tires are cold. Cold Tires means the vehicle has not been driven for at least three hours or driven less than 1.6 km (one mile). Recommended pressures must be maintained for the best ride, top vehicle handling, and minimum tire wear. For recommended inflation pressure, refer to Tire and wheels in chapter 2. OAI3019023 OAI3019023 All specifications (sizes and pressures) can be found on a label attached to the drivers side center pillar. WARNING Tire underinflation Severe underinflation (70 kPa (10 psi) or more) can lead to severe heat build-up, causing blowouts, tread separation and other tire failures that can result in the loss of vehicle control leading to severe injury or death. This risk is much higher on hot days and when driving for long periods at high speeds. NOTICE  Underinflation also results in excessive wear, poor handling and reduced fuel economy. Wheel deformation also is possible. Keep your tire pressures at the proper levels. If a tire frequently needs refilling, we recommend that the system be checked by an authorized HYUNDAI dealer.  Overinflation produces a harsh ride, excessive wear at the center of the tire tread, and a greater possibility of damage from road hazards. NOTICE  Warm tires normally exceed recommended cold tire pressures by 28 to 41 kPa (4 to 6 psi). Do not release air from warm tires to adjust the pressure or the tires will be underinflated.  Be sure to reinstall the tire inflation valve caps. Without the valve cap, dirt or moisture could get into the valve core and cause air leakage. If a valve cap is missing, install a new one as soon as possible. 
",,"<img file_path=(image_hyundai_exter_322_1.jpeg)>The image shows a close-up view of the driver's side door pillar of a vehicle. A circular dotted line encircles a small label attached to the pillar. This label is where the recommended tire pressures and sizes for the vehicle are listed. This information is crucial for proper tire maintenance, safety, and fuel efficiency. The label's location is highlighted, indicating that it's easily accessible for the driver to check the recommended tire information. The driver's seat can also be seen partially in the image.  The image is intended to illustrate where the label is located for the driver to easily access and review the tire information. 
</img>
"
323,"Checking tire inflation pressure Check your tires once a month or more. Also, check the tire pressure of the spare tire. How to check Use a good quality gage to check tire pressure. You can not tell if your tires are properly inflated simply by looking at them. Radial tires may look properly inflated even when theyre underinflated. Check the tires inflation pressure when the tires are cold. - Cold means your vehicle has been sitting for at least three hours or driven no more than 1.6 km (1 mile). Remove the valve cap from the tire valve stem. Press the tire gage firmly onto the valve to get a pressure measurement. If the cold tire inflation pressure matches the recommended pressure on the tire and loading information label, no further adjustment is necessary. If the pressure is low, add air until you reach the recommended amount. If you overfill the tire, release air by pushing on the metal stem in the center of the tire valve. Recheck the tire pressure with the tire gage. Be sure to put the valve caps back on the valve stems. They help prevent leaks by keeping out dirt and moisture. WARNING Tire Inflation Overinflation or underinflation can reduce tire life, adversely affect vehicle handling, and lead to sudden tire failure. This could result in loss of vehicle control and potential injury. NOTICE Tire pressure Always observe the following:  Check tire pressure when the tires are cold. (After vehicle has been parked for at least three hours or hasnt been driven more than 1.6 km (one mile) since startup.)  Check the pressure of your spare tire each time you check the pressure of other tires.  Never overload your vehicle. Be careful not to overload a vehicle luggage rack if your vehicle is equipped with one.  Worn, old tires can cause accidents. If your tread is badly worn, or if your tires have been damaged, replace them. 
",,
324,"Tire rotation To equalize tread wear, it is recommended that the tires be rotated according to the maintenance schedule or sooner if irregular wear develops. During rotation, check the tires for correct balance. When rotating tires, check for uneven wear and damage. Abnormal wear is usually caused by incorrect tire pressure, improper wheel alignment, out-of-balance wheels, severe braking or severe cornering. Look for bumps or bulges in the tread or side of tire. Replace the tire if you find either of these conditions. Replace the tire if fabric or cord is visible. After rotation, be sure to bring the front and rear tire pressures to specification and check lug nut tightness. Refer to Tire and wheels in chapter 2. WARNING  Inspect your tires frequently for proper inflation as well as wear and damage. Always use a tire pressure gauge.  Tires with too much or too little pressure wear unevenly causing poor handling, loss of vehicle control, and sudden tire failure leading to accidents, injuries, and even death. The recommended cold tire pressure for your vehicle can be found in this manual and on the tire label located on the drivers side center pillar.  Worn tires can cause accidents. Replace tires that are worn, show uneven wear, or are damaged.  Remember to check the pressure of your spare tire. HYUNDAI recommends that you check the spare every time you check the pressure of the other tires on your vehicle. 
",,
325," WARNING Do not use the compact spare tire for tire rotation. Do not mix bias ply and radial ply tires under any circumstances. This may cause unusual handling characteristics that could result in death, severe injury or property damage. Wheel alignment and tire balance The wheels on your vehicle were aligned and balanced carefully at the factory to give you the longest tire life and best overall performance. In most cases, you will not need to have your wheels aligned again. However, if you notice unusual tire wear or your vehicle pulling one way or the other, the alignment may need to be reset. If you notice your vehicle vibrating when driving on a smooth road, your wheels may need to be rebalanced. NOTICE Improper wheel weights can damage your vehicles aluminum wheels. Use only approved wheel weights. Disc brake pads should be inspected for wear whenever tires are rotated. i Information Rotate radial tires that have an asymmetric tread pattern only from front to rear and not from right to left. With a full-size spare tire (if equipped) With a full-size spare tire (if equipped) CBGQ0706 CBGQ0706 Without a spare tire Without a spare tire CBGQ0707 CBGQ0707 Directional tires (if equipped) Directional tires (if equipped) CBGQ0707A CBGQ0707A 
",,
326,"Tire replacement WARNING Replacing tires To reduce the chance or serious or fatal injuries from an accident caused by tire failure or loss of vehicle control: Replace tires that are worn, show uneven wear, or are damaged. Worn tires can cause loss of braking effectiveness, steering control, and traction. Do not drive your vehicle with too little or too much pressure in your tires. This can lead to uneven wear and tire failure. When replacing tires, never mix radial and bias-ply tires on the same car. You must replace all tires (including the spare) if moving from radial to bias-ply tires. It is best to replace all four tires at the same time. If that is not possible, or necessary, then replace the two front or two rear tires as a pair. Replacing just one tire can seriously affect your vehicles handling. Using tires and wheels other than the recommended sizes could cause unusual handling characteristics and poor vehicle control, resulting in a serious accident. Wheels that do not meet HYUNDAIs specifications may fit poorly and result in damage to the vehicle or unusual handling and poor vehicle control. The works by comparing the speed of the wheels. Tire size can affect wheel speed. When replacing tires, all 4 tires must use the same size originally supplied with the vehicle. Using tires of a different size can cause the ABS (Anti-lock Brake System) and ESC (Electronic Stability Control) to work irregularly. (if equipped) If the tire is worn evenly, a tread wear indicator will appear as a solid band across the tread. This shows there is less than 1.6 mm (1/16 in.) of tread left on the tire. Replace the tire when this happens. Do not wait for the band to appear across the entire tread before replacing the tire. NOTICE When replacing the tires, recheck and tighten the wheel nuts after driving about 1,000 km (620 miles). If the steering wheel shakes or the vehicle vibrates while driving, the tire might be out of balance so align the tire balance. If the problem is not solved, we recommend that you contact an authorized HYUNDAI dealer. OEN076053 OEN076053 
",,"<img file_path=(image_hyundai_exter_326_1.png)>The image shows a close-up of a tire tread. There are four small circles drawn on the tread with lines going up and down through the center of each circle. These circles are meant to represent the wear indicators on the tire. When the tread wears down to the level of the wear indicators, it is time to replace the tire. This is because when the tread depth reaches the wear indicator, the tire has less than 1.6mm (1/16 in.) of tread left. Replacing tires when the tread depth reaches the wear indicator helps to ensure that the tires have enough tread to provide adequate grip and braking performance. Worn tires can cause loss of braking effectiveness, steering control, and traction, which can lead to serious or fatal accidents.</img>
"
327,"Compact spare tire replacement (if equipped) A compact spare tire has a shorter tread life than a regular size tire. Replace it when you can see the tread wear indicator bars on the tire. The replaced compact spare tire should be the same size and design tire as the one provided with your new vehicle and should be mounted on the same compact spare tire wheel. The compact spare tire is not designed to be mounted on a regular size wheel, and the compact spare tire wheel is not designed to mount a regular size tire. Wheel replacement When replacing the metal wheels for any reason, make sure the new wheels are equivalent to the original factory units in diameter, rim width and offset. WARNING A wheel that is not the correct size may adversely affect wheel and bearing life, braking and stopping abilities, handling characteristics, ground clearance, body-to-tire clearance, snow chain clearance, speedometer and odometer calibration, headlight aim and bumper height. Tire traction Tire traction can be reduced if you drive on worn tires, tires that are improperly inflated or on slippery road surfaces. Tires should be replaced when tread wear indicators appear. Slow down whenever there is rain, snow or ice on the road, to reduce the possibility of losing control of the vehicle. 
",,
