page_no,page_data,tab_data,image_data
150,"fotainment screen. Understanding Guidelines Indication Green Line You can safely reverse the vehicle, but be cautious if objects fall in this zone. Yellow Line You have to take utmost care if objects fall in this zone. However, the objects may not hit vehicle. Red Line Red line indicates that you have to stop re versing the vehicle. If you still go back wards, the car will hit the obstacle. Dos And Dont mation may not be the actual rear view of the vehicle & system will warn with message Tail Gate Open, Please close. High Pressure water for cleaning. Wipe the camera lens with soft cloth. 3. Do not use hard cloth or material to 4. wipe the camera lens. This will cause scratches on the camera, and leads to deteriorated visual image on the dis play. When the camera is operated under fluorescent lights, sodium light or mer cury light etc., illuminated areas on the lens may appear to flicker in the dis play. Do not apply organic solvent, car wax, 5. window cleaner or glass coat to clean the camera. If this is applied, wipe it off as soon as possible. Do not attach any advertisement or styling or any kind of stickers on top of camera. If this happens, camera can not provide you the visual image and it may damage the camera. Do not apply heavy force on lens, 6. while cleaning. Do not remove mud, snow on the cam 7. era lens using stick or hard material. Use normal water and soft cloth. Do not add any accessory, which will cause blockage to the cameras field of view. Cleaning Camera Due to environmental reasons like 1. snow, dust, mud or fog may accumu late on the camera lens. So regularly clean the camera lens. Do not use camera when tailgate is open. If tailgate is open, visual infor Use water to clean the camera lens. 2. Do not use extreme cold or hot water. Rapid changes in temperature may WARNING The camera uses fish eye lens. So the size of the objects or in the dis play may differ from the actual size and distance. The camera uses fish eye lens. So In low light conditions, the screen may darken or image may appear faint. In low light conditions, the screen 
",,"<img file_path=(image_punch_bsvi_150_1.jpx)>The image displays a rear view camera display from a vehicle with a visual aid to guide the driver while reversing. The display shows three horizontal lines across the screen, marked ""red"", ""yellow"", and ""green"". Objects located within the green zone are safe to reverse past, but caution is advised if an object falls within that zone. A yellow zone indicates that the driver must take extra care if objects fall within that zone, but they may not hit the vehicle. The red zone indicates that the driver must stop reversing as the vehicle will hit the object if the driver continues to reverse. Below the lines, the image says ""Please reverse carefully"". Two striped objects are visible on either side of the screen, representing the objects the driver is looking to reverse past. The visual aid on the display helps the driver visualize the clearance between their vehicle and any objects they may be reversing past. The screen itself is dark grey in color, similar to an old television screen, and the visual aid has white lines.</img>
<img file_path=(image_punch_bsvi_150_2.png)>I am sorry, I cannot see or analyze any image. I am a text-based chat assistant and thus I cannot process any audio or visual data. 
</img>
"
151,"Rear View Camera System Precau tions Area Displayed On Screen The rear view camera system displays an image of the view from the bumper of the rear area of the vehicle. If the tire sizes are changed, the po sition of the fixed guidelines dis played on the screen may change. If the tire sizes are changed, the po During rainy conditions, image may get obscured. In such conditions, do not depend on camera view. The camera used in the vehicle, may not reproduce the same color of the real object. During rainy conditions, image may In case of damage of the rear por tion of the vehicle, camera position may change. Which causes wrong visual information on display. In case of damage, make sure that, camera is fitted properly at the in tended location. In case of damage of the rear por In case of uneven road conditions or up-hill or downhill conditions, do not depend on rear view camera park aid. In case of uneven road conditions or Do not apply any kind of force on the camera. Do not apply any kind of force on Always use rear View mirrors along with Rear View Camera for confirm ing the safety of the rear and the Always use rear View mirrors along surrounding conditions. High humidity and variation in ambi ent temperature may result into con densation inside the camera lens, which may further result into degra dation of camera video feed on the screen. It is recommended that not to rely on camera video feed for parking assistance in such scenario. This phenomenon is temporary and will be automatically recovered with reduction in humidity and less vari ation in ambient temperature. The area displayed by the rear view camera is limited. The camera does not display objects that are close to or below the bumper, underneath the vehicle, or objects out of the cameras field of view. The area dis played on the screen may vary ac cording to vehicle orientation or road conditions. 
",,"<img file_path=(image_punch_bsvi_151_1.jpx)>The image shows a diagram of a vehicle with a rear-view camera system. The top part of the image shows a side view of the vehicle, while the bottom part shows a rear view. The rear view camera system displays an image of the view from the bumper of the rear area of the vehicle. The image also shows fixed guidelines displayed on the screen, which may change if the tire sizes are changed. The camera does not display objects that are close to or below the bumper, underneath the vehicle, or objects out of the cameras field of view. The area displayed on the screen may vary according to vehicle orientation or road conditions. The rear view camera system can be affected by rainy conditions, damage to the rear portion of the vehicle, uneven road conditions, and high humidity or variation in ambient temperature. It is important to use rear view mirrors along with the rear view camera to confirm the safety of the rear and surrounding conditions.  The image highlights the important precautions to take when using the rear view camera system. 
</img>
"
152,"When Sharp Up Gradient Behind The Vehicle The area displayed on the screen may vary according to vehicle orientation conditions. The area displayed on the screen may When Sharp Down Gradient Behind The Vehicle Objects, which are close to either cor ner of the bumper or under the bumper, cannot be seen on the screen. Objects, which are close to either cor The camera may not display items that are located higher than the cameras field of view. The camera may not display items that NOTE The distance guidelines will appear to be closer to the vehicle than the actual distance. Because of this, objects will appear to be farther away than they ac tually are. In the same way, there will be a margin of error between the guide lines and the actual distance/course on the road. 
",,"<img file_path=(image_punch_bsvi_152_1.jpx)>The image shows a representation of a camera's field of view when a vehicle is driving on a sharp downward gradient. The top of the image is labeled ""Corners of bumper"" and shows that objects that are located near the corners of the bumper or under the bumper cannot be seen by the camera. The bottom part of the image shows a distorted view of the road. Objects in the road appear farther away than they actually are. This is because the camera's field of view is distorted when driving downhill. The camera may also not be able to display items that are located higher than the camera's field of view.  This is a visual representation of how a camera's field of view can be affected by the terrain.  The image illustrates that there can be a margin of error between the camera's perception and reality.</img>
<img file_path=(image_punch_bsvi_152_2.jpx)>The image depicts a vehicle driving up a steep incline. The image is meant to illustrate the limitations of the camera system when driving up a sharp gradient. The text accompanying the image explains that the camera's field of view is limited, and objects located higher than the camera's field of view or close to the corners or under the bumper may not be displayed on the screen. Additionally, the distance guidelines on the screen may appear closer to the vehicle than the actual distance, potentially making objects appear farther away than they actually are. 
</img>
<img file_path=(image_punch_bsvi_152_3.jpx)>The image shows a diagram of a rear view camera system. It depicts the camera's field of view, which is represented by a curved line. The area displayed on the screen is affected by the vehicle's orientation. Objects close to the bumper's corners or underneath it cannot be seen on the screen, and items higher than the camera's field of view may not be displayed.  The diagram includes two boxes, representing objects, situated within the camera's field of view.  Additionally, two wavy lines are present, indicating the visual path of the car's path, which may not precisely correspond to the actual distance and course on the road. 
</img>
<img file_path=(image_punch_bsvi_152_4.png)>I am sorry, I cannot see or analyze any image as I am only a text-based chat assistant and do not have the functionality to process any image. 
</img>
<img file_path=(image_punch_bsvi_152_5.jpx)>The image depicts a vehicle driving up a sharp incline.  The camera's view of the area behind the vehicle is limited due to the angle of the incline. Objects close to the corners of the bumper or underneath the bumper may not be visible in the camera's view. Additionally, items that are located higher than the camera's field of view will not be displayed. The image also highlights a potential issue with the distance guidelines displayed on the screen. The guidelines may appear closer to the vehicle than the actual distance, leading to objects appearing farther away than they actually are. This means there may be a margin of error between the guidelines and the actual distance/course on the road. 
</img>
"
153,"When Any Part Of The Vehicle Sags When any part of the vehicle sags due to the number of passengers or the distribu tion of the load, there is a margin of error between the fixed guide lines on the screen and the actual distance/course on the road. When Approaching Three-dimensional Objects The distance guidelines are displayed ac cording to flat surfaced objects (such as the road). It is not possible to determine the position of three-dimensional objects (such as vehicles) using the distance guidelines. When approaching a three-di mensional object. NOTE The distance guidelines will appear to be further from the vehicle than the ac tual distance. Because of this, objects will appear to be closer than they actually are. In the same way, there will be a margin of error between the guidelines and the actual distance/course on the road. 
",,"<img file_path=(image_punch_bsvi_153_1.jpx)>The image shows a diagram depicting the distance guidelines displayed on a vehicle's screen. Two boxes represent three-dimensional objects, such as vehicles, and the wavy lines represent the actual distance/course on the road. The diagram illustrates how the distance guidelines displayed on the screen appear further from the vehicle than the actual distance, causing objects to appear closer than they actually are. This discrepancy arises due to the three-dimensional nature of objects, which differs from the flat surface perception of the distance guidelines on the screen. 
</img>
<img file_path=(image_punch_bsvi_153_2.png)>I am sorry, I cannot see or analyze any image as I am a text-based chat assistant and do not have the ability to process any visual information. 
</img>
<img file_path=(image_punch_bsvi_153_3.jpx)>The image depicts a vehicle that is sagging due to the weight of passengers or cargo. This sagging causes a margin of error between the distance guidelines displayed on the screen and the actual distance on the road. The distance guidelines are designed for flat surfaces, and they cannot accurately determine the position of three-dimensional objects like vehicles. When approaching a three-dimensional object, the distance guidelines appear further from the vehicle than the actual distance, making the object appear closer than it is. This discrepancy creates a margin of error between the guidelines and the actual distance/course on the road. 
</img>
<img file_path=(image_punch_bsvi_153_4.jpx)>The image shows a car and a truck next to each other, the car is sagging due to weight distribution. Three lines labelled A, B, and C are drawn from the vehicles to the top of the image. Lines A and B are vertical and line C is horizontal. Line C shows the difference in height between the two vehicles. This image is used to illustrate the concept that when a vehicle is sagging, the distance guidelines shown on the screen may not be accurate. This is because the guidelines are based on the assumption that the vehicle is level, and when it is not, the distance between the vehicle and the objects on the road will be different from what the guidelines indicate. This can lead to an inaccurate perception of distance, as objects may appear closer than they actually are. 
</img>
"
154,"a. Distance guidelines Visually check the surroundings and the area behind the vehicle. On the screen, it appears that a truck is parked at point B. However, in reality if you back up to point A, you will hit the truck. On the screen, it appears that A is closest and C is furthest away. However, in reality, the distance to A and C is the same, and B is further away from A and C. b. Vehicle width guidelines Visually check the surroundings and the area behind the vehicle. In the case shown below, the truck appears to be outside of the vehicle width guidelines and the vehi cle does not look as if it hits the truck. However, the rear body of the truck may actually cross over the vehicle width guidelines. In reality if you back up as guided by the vehicle width guidelines, the vehicle may hit the truck. 
",,"<img file_path=(image_punch_bsvi_154_1.jpx)>The image shows a diagram of a rearview camera with three points labeled A, B, and C. It illustrates the concept of distance and width perception in relation to a vehicle's rearview camera. The image highlights the potential for misinterpreting distances and object sizes through the camera's lens, leading to potentially dangerous situations. Point A appears closest, while C appears furthest away, but in reality, A and C are at the same distance, and B is the furthest away. Similarly, a truck appears to be outside of the vehicle width guidelines, but the rear body of the truck may actually cross over them. These discrepancies emphasize the importance of visually checking the surroundings and considering potential misinterpretations when relying on the rearview camera alone. 
</img>
<img file_path=(image_punch_bsvi_154_2.jpx)>The image depicts a car backing up into a parking space next to a truck. The</img>
<img file_path=(image_punch_bsvi_154_3.jpx)>The image shows a schematic of a vehicle backing up, illustrating the potential for a collision even when it appears to be safe. The vehicle's rear bumper is represented by a curved line, and the vehicle width guidelines are depicted as two parallel lines extending outwards from the bumper. A truck is shown in the background, and its rear wheel is partially visible. The image highlights that while the truck appears to be outside the vehicle width guidelines, the rear body of the truck may actually extend beyond the guidelines, posing a risk of collision if the vehicle backs up as guided. This demonstrates that visual perception can be deceptive in judging distances and vehicle widths when backing up, and it is crucial to rely on visual aids and guidelines to ensure safety. 
</img>
"
155,,,
156,"EMERGENCY EQUIPMENT You should be familiar with the location of the emergency equipment provided in the vehicle and how to use it. Do a check of this equipment periodically and make sure that they are in proper working condition and stowed at their lo cations. First Aid Kit The first aid kit is kept inside the glove box compartment. The kit contains items that can be used in case of minor injuries only. Tool Kit, Tow Hook, Jack And Spare Wheel Tool kit and Jack are accommodated in Tool kit bag located in the rear boot. Tool kit bag contains Jack handle Tow hook Wheel spanner Jack Advance Warning Triangle An advance warning triangle is kept near spare wheel. NOTE The jack should be used only to change wheels. It is important to read the in structions in this section before attempt ing to use the jack. NOTE Examine contents of the first aid kit pe riodically and replenish consumed or expired items. 
",,"<img file_path=(image_punch_bsvi_156_1.png)>I am sorry, I cannot see or analyze any image. I am a text-based chat assistant and thus I cannot process any image. 
</img>
<img file_path=(image_punch_bsvi_156_2.jpx)>The image shows the trunk of a car with the spare tire and a tool kit bag located in the right corner. The tool kit bag is located near the spare tire and is pointed out by an arrow. This is the bag that contains the jack handle, tow hook and wheel spanner, as well as the jack itself.  It's important to note that the jack is only meant for changing wheels and should be used according to the instructions provided in the manual. 
</img>
<img file_path=(image_punch_bsvi_156_3.jpx)>The image shows the location of the spare tire in a car. The spare tire is located in the trunk of the car, beneath the floorboard. The tire is surrounded by a metal frame, and a white arrow points to the location of the jack handle. The jack handle is located in a compartment to the left of the spare tire. The text accompanying the image indicates that the jack handle, along with the jack, the tow hook, and the wheel spanner, are located in the toolkit bag, which is found in the rear boot. The image also indicates that the advance warning triangle is kept near the spare wheel. 
</img>
"
157,"hazard. The hazard warning lamps can operate even if the ignition is switched off. Hazard Warning Switch Press the hazard warning switch to acti vate the hazard warning. All the turn signal lamps will flash simultaneously. To turn OFF, press the switch again. Use advance warning triangle to warn the approaching traffic in case of vehicle break-down or during emergency, where your vehicle could become a potential traf fic hazard. Keep the warning triangle at an approxi mate distance of 50-150 m behind your vehicle in the same lane of traffic. The re flecting side of the triangle should face the oncoming traffic and it should be free from any obstacles. Remove the advance warning triangle carefully from the bag and assemble. Refer instructions given on the bag. Use the hazard warning to warn the traffic during emergency parking or when your vehicle could otherwise become a traffic NOTE After using the warning triangle tie it firmly and keep it inside the bag to avoid rattling noise. 
hazard. The hazard warning lamps can operate even if the ignition is switched off. Hazard Warning Switch Press the hazard warning switch to acti vate the hazard warning. All the turn signal lamps will flash simultaneously. To turn OFF, press the switch again. Use advance warning triangle to warn the approaching traffic in case of vehicle break-down or during emergency, where your vehicle could become a potential traf fic hazard. Keep the warning triangle at an approxi mate distance of 50-150 m behind your vehicle in the same lane of traffic. The re flecting side of the triangle should face the oncoming traffic and it should be free from any obstacles. Remove the advance warning triangle carefully from the bag and assemble. Refer instructions given on the bag. Use the hazard warning to warn the traffic during emergency parking or when your vehicle could otherwise become a traffic NOTE After using the warning triangle tie it firmly and keep it inside the bag to avoid rattling noise. 
",,"<img file_path=(image_punch_bsvi_157_1.jpx)>The image shows a reflective warning triangle that is used to warn oncoming traffic in case of a vehicle breakdown or emergency. The triangle is made of reflective material and has a black frame. It is designed to be placed at a distance of 50-150 meters behind the vehicle in the same lane of traffic, with the reflecting side facing oncoming traffic. The triangle is assembled from a bag and should be tied and kept in the bag after use to avoid rattling.  The image shows the triangle assembled, with its black frame holding it together. The image is presented in a grayscale format, but the triangle is clearly visible and recognizable. 
</img>
<img file_path=(image_punch_bsvi_157_2.png)>I am sorry, I cannot see or analyze any image as I am a text-based chat assistant and do not have the functionality to process images. 
</img>
<img file_path=(image_punch_bsvi_157_3.jpx)>The image shows a close-up of the hazard warning switch in a car's dashboard. The switch is located between two air vents and is indicated by an arrow pointing to it. The switch has a triangle symbol on it, which is the universal symbol for hazard warning lights. The hazard warning lights can be activated by pressing the switch, and all the turn signal lamps will flash simultaneously. The hazard warning lights can operate even if the ignition is switched off. The text provided describes the use of hazard warning lights and the importance of using a warning triangle in case of a vehicle breakdown or emergency. 
</img>
"
158,"SPARE WHEEL REMOVAL PROCESS IN CASE OF FLAT TYRE Reduce vehicle speed gradually, Avoid sudden steering movement or braking. To access the spare wheel, operate live hinge by rotating the part at upside from live hinge lift the carpet up. After lifting, hold the carpet to access the spare wheel. Pay attention to the traffic conditions as you do so. Switch on the hazard warning lamps. If possible, bring the front wheels into the straight-ahead position. Stop the vehicle on solid, non-slippery and level ground, as far away as pos sible from traffic. Set the parking brake firmly and shift into R (Reverse) gear. When the vehicle is in uphill position, shift the gear in first gear. Switch off the engine. Secure the vehicle against rolling away. Remove the Tool kit bag along with contents. To remove the spare wheel, unscrew and remove the retaining bolt. Keep advance warning triangle at a suitable distance behind the vehicle as an indication of breakdown. Close all the doors. Use the Jack on level, hard ground. Avoid changing the wheel on uphill and 
",,"<img file_path=(image_punch_bsvi_158_1.jpx)>The image shows the spare tire in the trunk of a car. The spare tire is covered with a black cloth bag and is held in place by a retaining bolt. An arrow points to the bag, suggesting that the user should remove the bag to access the spare tire. This image is most likely from an instruction manual on how to change a flat tire.</img>
<img file_path=(image_punch_bsvi_158_2.jpx)>The image shows a hand unscrewing a retaining bolt on a spare tire. A large arrow indicates the direction in which the bolt is being unscrewed. The image is part of a larger set of instructions on how to change a flat tire. The text suggests that the bolt should be unscrewed in a counter-clockwise direction.</img>
"
159,"downhill slopes. Chock the wheels, if the deflated wheel needs to be changed on slope / ghat area. Wheel nut removal Changing Flat Tyre Loosen the nuts (as indicated) on the wheel in diagonal sequence. Do not un screw the nuts completely before raising the vehicle using the jack. Reduce vehicle speed gradually, avoid sudden steering movement or braking. Reduce vehicle speed gradually, Pay attention to the traffic conditions as you do so. Pay attention to the traffic conditions Switch on the Hazard warning lamps. Switch on the Hazard warning Stop the vehicle on solid, non-slip pery and level ground, as far away as possible from traffic. Stop the vehicle on solid, non-slip Before raising the vehicle, secure it from rolling away by applying the parking brake. Before raising the vehicle, secure it Do not use wooden blocks or similar objects as a jack underlay. Do not use wooden blocks or similar Do not place your hands and feet or lie under the raised vehicle when it is supported by a jack. Do not place your hands and feet or Do not run the engine when the ve hicle is supported by the jack and never allow passengers to remain in the vehicle. Do not run the engine when the ve Do not open or close a door or the tailgate when the vehicle is raised. Do not open or close a door or the WARNING If you drive with a flat tyre, there is a risk of the following hazards: g A flat tyre affects the ability to steer y or brake the vehicle. You could lose control of the vehi cle. You could lose control of the vehi Continued driving with a flat tyre will permanently damage the tyre and cause excessive heat buildup and possibly a fire. There is a risk of an accident. Continued driving with a flat tyre will NOTE The jack is designed only to raise and hold the vehicle for a short time while a wheel is being changed. It is not suited for performing mainte nance work under the vehicle. The jack is designed only to raise Use the jack on level, hard ground. Avoid changing the wheel on uphill and downhill slopes. Chock the wheels, if the deflated wheel needs to be changed on slope / ghat area. Use the jack on level, hard ground. 
",,"<img file_path=(image_punch_bsvi_159_1.png)>I am sorry, I cannot see or analyze any image as I am a text-based chatbot. I can only process text.</img>
<img file_path=(image_punch_bsvi_159_2.jpx)>The image shows a diagram of a wheel with five lug nuts.  The numbers 1, 2, 3, 4 and 5 are marked on the wheel. Number 3 is located at the top of the wheel and the numbers 1, 2, 4 and 5 are located at the bottom of the wheel in a clockwise direction. The arrow points to number 4 and is in the direction of the bottom right corner of the wheel. The numbers are used to indicate the order in which the lug nuts should be loosened and tightened. They should be loosened in a diagonal sequence, starting with number 1 and continuing to number 2, 3, 4, and then 5. The process should be reversed when tightening the lug nuts.</img>
<img file_path=(image_punch_bsvi_159_3.png)>I am sorry, I cannot see or analyze any image as I am a text-based chat assistant and do not have the functionality to process image data. 
</img>
"
160,"Jacking Point Location On Vehicle Front Jacking location Rear Jacking location Assemble the Jack handle and wheel spanner (as shown in fig.) Position the jack vertically and raise it by turning the jack handle clockwise until the jack sits completely on the specified point and the base of the jack lies evenly on the ground. The jack up points are indicated by cutouts on the front and rear. Continue to raise the jack slowly and smoothly until the tyre clears the ground. Do not raise the vehicle more than re quired. Use the jack on level, hard ground. Avoid changing the wheel on uphill and downhill slopes. Chock the wheels, if the deflated wheel needs to be changed on slope /ghat area. Use the jack on level, hard ground. If possible, bring the front wheels in to the straight-ahead position. If possible, bring the front wheels in Secure the vehicle against rolling away. Secure the vehicle against rolling Set the parking brake firmly and shift into R (Reverse gear) on level ground and while vehicle is in down hill position. Set the parking brake firmly and When the vehicle is in uphill posi tion, shift the gear in first gear. When the vehicle is in uphill posi WARNING If you do not position the jack correctly at the appropriate jacking point of the vehicle, the jack could tip over with the vehicle raised. There is a risk of injury. Also jack can be damaged. 
",,"<img file_path=(image_punch_bsvi_160_1.jpx)>The image shows a car with a jack positioned under the front wheel. The jack is positioned on a designated jacking point, marked by a cutout on the vehicle'</img>
<img file_path=(image_punch_bsvi_160_2.jpx)>The image shows a side view of a vehicle with the rear wheel removed. The vehicle is raised using a jack and the jack is positioned at the jacking point on the rear of the vehicle. The image also highlights the recommended placement of the jack for safety and stability. A dimension of 232mm is shown at the top of the image, likely representing the height of the vehicle from the ground at the jacking point. The image suggests that when using a jack, it is important to ensure that the jack is positioned correctly to prevent it from tipping over, which could cause damage to the jack or injury to the user. The image also emphasizes the importance of securing the vehicle against rolling away while it is being lifted.</img>
<img file_path=(image_punch_bsvi_160_3.png)>I am sorry, I cannot see or analyze any image as I am a text-based chat assistant and thus I cannot process any image. 
</img>
"
161,"is securely seated on the hub. Lower the jack completely then tighten the wheel nuts one by one using wheel span ner. Press fit the wheel cover back (if applica ble). Restore all the tools and jack at their re spective locations. Place the flat tyre at spare wheel location Lifting the front wheel using jack Lifting the rear wheel using jack Remove wheel nuts with the help of wheel spanner and take out flat tyre. Roll the spare wheel into position and align the holes in the wheel studs. Tighten each nut by hand until the wheel NOTE Do a check and correct the tyre pressure and wheel nuts tightness of the changed wheel at nearest au thorised service station. Get the flat tyre repaired at the earliest. Do a check and correct the tyre Place the jack only at recommended jacking locations. Place the jack only at recommended Do not put Jack under any part of Rear Axle. Do not put Jack under any part of NOTE Do not place wheel nuts in sand or on a dirty surface. Do not apply oil or grease on it. 
",,"<img file_path=(image_punch_bsvi_161_1.jpx)>The image shows a person tightening the wheel nuts on a car tire using a wrench. The car is jacked up and the tire is off the ground. The person is turning the wrench clockwise to tighten the nut.  The image demonstrates a step in the process of changing a tire, showing the stage where the wheel is being securely fastened to the car.  The provided text details the process, including using a jack to lift the car, removing the flat tire, and replacing it with the spare wheel.  It also provides important safety notes, such as the importance of placing the jack only at recommended locations, not placing wheel nuts on dirty surfaces, and ensuring the tire pressure and wheel nut tightness are checked at a service station. 
</img>
<img file_path=(image_punch_bsvi_161_2.jpx)>The image shows a person using a wrench to tighten a lug nut on a car's rear wheel. The car is jacked up and the wheel is off the ground. The jack is visible in the background. The person is holding the wrench with their left hand and using their right hand to turn the wrench clockwise. The image illustrates the final step of replacing a flat tire with a spare tire.  The person is tightening the lug nuts after they have been placed on the wheel studs. The arrow in the image indicates the direction of rotation for the wrench. 
</img>
<img file_path=(image_punch_bsvi_161_3.png)>I am sorry, I cannot see or analyze any image as I am a text-based chat assistant. 
</img>
"
162,"PUNCTURE REPAIR KIT (if avail able) Introduction (6 mm). Depending on the type and extent of tire damage, some tires can only be partially sealed or not sealed at all. Loss of tire pressure can affect vehicle handling, lead ing to loss of vehicle control. Ob-serve the following rules when using the Puncture repair Kit: applicable) shall be checked by an ex pert and replaced if necessary. These instructions provide a step-by-step explanation of how to use the Puncture re pair Kit to temporarily repair a tire punc ture. Please read the section on How to pro ceed in the event of a tire puncture. Drive with caution and avoid making sudden steering or driving maneuvers , maneuvers, especially if the vehicle is heavily loaded or you are towing a trailer. The system will provide you with an emergency temporary repair, enabling you to continue your journey to the next vehicle or tire dealer, or to drive a maximum distance of 200 km (120 miles). The Puncture repair Kit seals most tire punctures to restore temporarily mobility. Recommended use only for passenger car ground tires only and vehicle tire inflation pressure up to 300 kPa (3 bar, 43 psi). The system consists of a compressor and a sealant, and serves to effectively and con veniently seal punctures in car tires caused, for example, by nails or similar Do not exceed a maximum speed of 80 km/h (50 mph). Keep the Puncture repair Kit out of the reach of children. Once the Puncture repair Kit has been used for a temporary tire repair, the WARNING Compliance with these instructions is vital to ensure vehicle safety. Non-com pliance with these instructions means risking tire damage, which can affect vehicle handling and lead to loss of ve hicle control. This may result in serious injury or death. Inform all other users of the vehicle if standard items for dealing with a puncture (e.g. spare tire) have been replaced by the Puncture repair Kit. WARNING Do not use the Puncture repair Kit if the tire has already been damaged as a re sult of being driven underinflated. Do not try to seal damage other than that located within the visible tread of the tire. Do not try to seal damage to the tires sidewall. 
",,"<img file_path=(image_punch_bsvi_162_1.png)>The image is of a white background with no visible content. The text describes a puncture repair kit, outlining its uses and limitations. The kit is designed for temporary tire repair in passenger cars, allowing for a maximum distance of 200 km (120 miles) at a speed of 80 km/h (50 mph) after repair. It can seal punctures caused by nails or similar objects, but not damage to the tire sidewall or tires that have already been damaged by driving underinflated. The text emphasizes the importance of following the instructions for safe and effective use, and warns that non-compliance can lead to serious injury or death. It also advises informing other users of the vehicle if the standard items for dealing with punctures have been replaced with the repair kit. 
</img>
"
163,"Location In Vehicle In Luggage compartment Puncture Repair Kit Removal Process Puncture Repair Kit Removal To access the puncture repair kit open the Tailgate. To access the puncture repair kit open Remove the two Velcro as shown in figure and take out the puncture repair kit. Remove the two Velcro as shown in 
",,"<img file_path=(image_punch_bsvi_163_1.jpx)>The image shows a puncture repair kit located in the luggage compartment of a vehicle. The kit is secured by two velcro straps, which are indicated by an arrow in the image. To access the kit, the tailgate needs to be opened, and the two velcro straps need to be removed.  The kit is labelled with ""Tyre Repair Kit"" and a symbol depicting a tire with an arrow pointing towards the center. 
</img>
<img file_path=(image_punch_bsvi_163_2.jpx)>The image shows the location of the puncture repair kit in the luggage compartment of a vehicle. The kit is located in the lower left corner of the compartment, behind the black panel. It is held in place by two Velcro straps, which are shown in the image. To access the kit, the user should open the tailgate and remove the two Velcro straps. An arrow points to the kit. 
</img>
"
164,"Step 
",,"<img file_path=(image_punch_bsvi_164_1.jpx)>The image depicts a series of steps, numbered from 13 to 20, involving the maintenance and repair of a vehicle. The steps are illustrated with simple diagrams showing various components and actions, accompanied by text descriptions. Step 13 involves checking the vehicle's speedometer, while step 14 shows the replacement of the brake pads. Step 15 involves checking the tire pressure, followed by step 16 that shows the engine oil level check. Step 17 depicts the replacement of a light bulb. Step 18 shows the replacement of the air filter. Step 19 depicts the replacement of the fuel filter and step 20 involves checking the battery level. The image serves as a visual guide for maintenance procedures, helping the user understand the process and necessary actions. 
</img>
"
165,"Instructions On How To Use The Puncture Repair Kit Safely Never leave the Puncture repair Kit un attended while in use. Use product with original vehicle ground tires only. Do not keep the compressor operating for more than 10 minutes otherwise there is a risk of it over-heating. Inform all other users of the vehicle that the tire has been temporarily sealed with the Puncture repair Kit and make them aware of the special driving conditions to be observed. Only use the Puncture repair Kit with tubeless tires. Replace the sealant bottle with a new one before the expiration date is reached (see bottle label). In case that the sealant is expired the functionality cannot be fully guaranteed. Only use original Puncture re-pair Kit bottles which are pressure resistant. How To Proceed In The Event Of Tyre Puncture You can temporarily repair a tire puncture in two steps. If used for other than its intended pur pose, the Puncture repair Kit may cause severe accident or injury due to the fact that compressed air can act as an explosive or propellant. Step 1 :pumping The Tyre Sealant And Air Into The Tyre Park your vehicle at the roadside so that you do not obstruct the flow of traf fic and you are able to use the Punc ture repair Kit without being in danger. Peel off the decal denoting the maxi 1. mum permissible speed (80 km/h | 50 mph) from the casing and attach it to the edge of the windscreen as shown on the picture. Engage the hand brake, even if you have parked on a level road, to ensure that the vehicle will not move. First pump the tire sealant and air into the tire (see Step 1). Immediately thereafter, drive a short distance (3-10 km / 2-6 miles) in order to distribute the sealant in the tire. After that, check the tire pressure and pump more air into the tire if necessary (see Step 2). Then you can proceed to drive with caution for a maximum distance of 200 km (120 miles) and at a maxi-mum speed of 80 km/h (50 mph). Take the hose and power plug with 2. cable out of the Puncture repair Kit casing. Unscrew the orange cap of the bottle connector. Do not attempt to remove foreign ob jects like nails or screws penetrating the tire. Leave them as they are. Unscrew the red cap of the sealant 3. bottle. (Shake sealant bottle well be fore use. Leave the engine running while the Puncture repair Kit is in use, but not if the vehicle is in an enclosed or poorly ventilated area. WARNING Need to drain fluid from tire before re pair. 
",,"<img file_path=(image_punch_bsvi_165_1.png)>The image provided is a blank white space. Therefore, there is no image to summarize. 
</img>
"
