page_no,page_data,tab_data,image_data
266,"If you drive the vehicle for about 10 minutes at speeds above 25 km/h after replacing the low pressure tire with the spare tire, the following will happen: The TPMS malfunction indicator may blink for approximately 1 minute and then remain continuously illuminated because the TPMS sensor is not mounted on the spare wheel. NOTICE In winter or cold weather, the low tire pressure telltale may be illuminated if the tire pressure was adjusted to the recommended tire inflation pressure in warm weather. It does not mean your TPMS is malfunctioning because the decreased temperature leads to a proportional lowering of tire pressure. When you drive your vehicle from a warm area to a cold area or from a cold area to a warm area, or the outside temperature is greatly higher or lower, you should check the tire inflation pressure and adjust the tires to the recommended tire inflation pressure. WARNING Low pressure damage Significantly low tire pressure makes the vehicle unstable and can contribute to loss of vehicle control and increased braking distances. Continued driving on low pressure tires can cause the tires to overheat and fail. Low tire pressure telltale Low tire pressure position telltale and tire pressure telltale OAI3V083126 OAI3V083126 When the tire pressure monitoring system warning indicators are illuminated and a warning message displayed on the cluster display, one or more of your tires is significantly under-inflated. The low tire pressure position telltale light will indicate which tire is significantly under-inflated by illuminating the corresponding position light. If either telltale illuminates, immediately reduce your speed, avoid hard cornering and anticipate increased stopping distances. You should stop and check your tires as soon as possible. Inflate the tires to the proper pressure as indicated on the vehicles placard or tire inflation pressure label located on the drivers side center pillar outer panel. If you cannot reach a service station or if the tire cannot hold the newly added air, replace the low pressure tire with a spare tire. 
",,"<img file_path=(image_hyundai_exter_266_1.png)>The image shows a tire pressure monitoring system (TPMS) warning indicator, which indicates that one or more tires are significantly under-inflated.  The indicator displays a car from a top-down perspective with four tires and the word ""Low Pressure"" at the top.  The numbers ""24"" appear next to each tire, representing the tire pressure in PSI.  This graphic is likely part of a larger instruction manual or guide for drivers, explaining the TPMS warning indicator and the importance of maintaining proper tire inflation for safe driving. 
</img>
"
267,"Changing a tire with TPMS If you have a flat tire, the Low Tire Pressure and Position telltales will come on. We recommend that the flat tire be repaired by an authorized HYUNDAI dealer as soon as possible or replace the flat tire with the spare tire. NOTICE It is recommended that you do not use a puncture-repairing agent not approved by an authorized HYUNDAI dealer or the equivalent specified for your vehicle to repair and/or inflate a low pressure tire. Tire sealant not approved by an authorized HYUNDAI dealer or the equivalent specified for your vehicle may damage the tire pressure sensor. The spare tire (if equipped) does not come with a tire pressure monitoring sensor. When the low pressure tire or the flat tire is replaced with the spare tire, the Low Tire Pressure Telltale will remain on. Also, the TPMS Malfunction Indicator will illuminate after blinking for one minute if the vehicle is driven at speed above 25 km/h (15.5 mph) for approximately 10 minutes. Once the original wheel equipped with a tire pressure monitoring sensor is reinflated to the recommended pressure and reinstalled on the vehicle, the Low Tire Pressure Telltale and TPMS Malfunction Indicator will go off within a few minutes of driving. TPMS (Tire Pressure Monitoring System) malfunction indicator The TPMS malfunction indicator will illuminate after it blinks for approximately one minute when there is a problem with the Tire Pressure Monitoring System. We recommend that the system be checked by an authorized HYUNDAI dealer. NOTICE If there is a malfunction with the TPMS, the low tire pressure position telltale will not be displayed even though the vehicle has an under-inflated tire. NOTICE The TPMS Malfunction Indicator may illuminate after blinking for one minute if the vehicle is near electric power supply cables or radio transmitters such as police stations, government and public offices, broadcasting stations, military installations, airports, transmitting towers, etc. Additionally, the TPMS Malfunction Indicator may illuminate if snow chains are used or electronic devices such as computers, chargers, remote starters, navigation, etc. This may interfere with normal operation of the TPMS. 
",,
268,"If the indicators do not extinguish after a few minutes we recommend to consult an authorized HYUNDAI dealer. Each wheel is equipped with a tire pressure sensor mounted inside the tire behind the valve stem (except for the spare tire). You must use TPMS specific wheels. It is recommended that you always have your tires serviced by an authorized HYUNDAI dealer. You may not be able to identify a tire with low pressure by simply looking at it. Always use a good quality tire pressure gauge to measure. Please note that a tire that is hot (from being driven) will have a higher pressure measurement than a tire that is cold. A cold tire means the vehicle has been sitting for 3 hours and driven for less than 1.6 km (1 mile) in that 3 hour period. Allow the tire to cool before measuring the inflation pressure. Always be sure the tire is cold before inflating to the recommended pressure. WARNING  The TPMS cannot alert you to severe and sudden tire damage caused by external factors such as nails or road debris.  If you feel any vehicle instability, immediately take your foot off the accelerator, apply the brakes gradually and with light force, and slowly move to a safe position off the road. WARNING Protecting TPMS Tampering with, modifying, or disabling the Tire Pressure Monitoring System (TPMS) components may interfere with the systems ability to warn the driver of low tire pressure conditions and/or TPMS malfunctions. Tampering with, modifying, or disabling the Tire Pressure Monitoring System (TPMS) components may void the warranty for that portion of the vehicle. 
",,
269,"IF YOU HAVE A FLAT TIRE Removing and storing the spare tire WARNING Changing a tire can be dangerous. Follow the instructions in this section when changing a tire to reduce the risk of serious injury or death. Jack and tools OAI3V083113 OAI3V083113 Jack Jack handle Wheel lug nut wrench Towing hook The jack, jack handle, and wheel lug nut wrench, towing hook are stored in the luggage compartment. The jack is provided for emergency tire changing only. Turn the winged hold down bolt counterclockwise to remove the spare tire. Store the spare tire in the same compartment by turning the winged hold down bolt clockwise. To prevent the spare tire and tools from rattling store them in their proper location. OBI3081010 OBI3081010 If it is hard to loosen the tire hold-down wing bolt by hand, you can loosen it easily using the wheel lug nut wrench. 1. Put the wrench (1) inside of the tire hold-down wing bolt. 2. Turn the tire hold-down wing bolt counterclockwise with the wrench. OBI3081009 OBI3081009 
",,"<img file_path=(image_hyundai_exter_269_1.jpeg)>The image shows the location of the spare tire and tools in the luggage compartment of a car.  The tools are labeled with numbers. Number one is a jack, number two is the jack handle, number three is the wheel lug nut wrench and number four is the towing hook.  The spare tire is located under the luggage compartment floor. The blue arrow indicates the direction to turn the winged hold down bolt to remove the spare tire.  The text suggests that the tools and spare tire should be stored in their proper location to prevent rattling.  It also provides instructions on how to loosen the tire hold-down wing bolt if it is hard to loosen by hand.  The text also warns that changing a tire can be dangerous and to follow the instructions provided to reduce the risk of injury. 
</img>
<img file_path=(image_hyundai_exter_269_2.jpeg)>The image shows a spare tire secured in the trunk of a car.  The tire is attached to a metal frame with a winged hold-down bolt in the center. A blue arrow points in a counter-clockwise direction, indicating that to remove the spare tire, the winged hold-down bolt should be turned in that direction. This is to be done using the wheel lug nut wrench. The image also shows an inset magnifying the winged hold-down bolt.  The image provides instructions on removing and storing the spare tire. It is important to note that changing a tire can be dangerous and that users should follow the instructions in the manual to reduce the risk of injury.  The image is part of a larger manual with more detailed information. 
</img>
<img file_path=(image_hyundai_exter_269_3.jpeg)>The image shows a spare tire stored in the trunk of a vehicle. The tire is secured by a winged hold-down bolt. To remove the tire, the bolt should be turned counterclockwise.  A wrench, labeled with the number ""1"", is positioned inside the wing bolt.  The arrow indicates the direction to turn the bolt to loosen it. The text instructs that the bolt can be loosened by hand, but if it is difficult, a wrench can be used to loosen it.  This image is part of a larger set of instructions on how to remove and store a spare tire. 
</img>
"
270,"Removing the spare tire for CNG equipped vehicle OAI3079005 OAI3079005 1. Remove the installation bolts manually to detach the tyre from the tailgate body. 2. Open the rear passenger door and fold the rear seat. Lift the tyre from the tailgate and remove it through the passenger compartment. Use the jack and the tools for replacement of the flat tyre with the spare tyre. Changing tires WARNING A vehicle can slip or roll off of a jack causing serious injury or death to you or those nearby. Take the following safety precautions: Do not get under a vehicle that is supported by a jack. NEVER attempt to change a tire in the lane of traffic. ALWAYS move the vehicle completely off the road on level, firm ground away from traffic before trying to change a tire. If you cannot find a level, firm place off the road, call a towing service for assistance. Be sure to use the jack provided with the vehicle. ALWAYS place the jack on the designated jacking positions on the vehicle and NEVER on the bumpers or any other part of the vehicle for jacking support. Do not start or run the engine while the vehicle is on the jack. Do not allow anyone to remain in the vehicle while it is on the jack. Keep children away from the road and the vehicle. Follow these steps to change your vehicles tire: 1. Park on a level and firm surface. 2. Move the shift lever into N (Neutral, for Automated manual transmission vehicle) or neutral (for manual transmission vehicle), apply the parking brake, and place the ignition switch in the LOCK/OFF position. 3. Press the hazard warning flasher button. 4. Remove the wheel lug nut wrench, jack, jack handle, and spare tire from the vehicle. 5. Block both the front and rear of the tire diagonally opposite of the tire you are changing. 6. Loosen the wheel lug nuts counterclockwise one turn each in the order shown above, but do not remove any lug nuts until the tire has been raised off of the ground. OAI3V083102 OAI3V083102 
",,"<img file_path=(image_hyundai_exter_270_1.jpeg)>The image shows a spare tire stored in the trunk of a car. The spare tire is held in place by a metal bracket and a set of bolts. The image includes an inset showing a close-up view of the bolts and how to loosen them by turning them counterclockwise. The image is part of a guide on how to remove the spare tire from the trunk of a CNG equipped vehicle. The guide also includes safety precautions to take when changing a tire and a detailed list of steps to follow. The guide emphasizes the importance of using the jack provided with the vehicle, placing the jack on the designated jacking positions, and never attempting to change a tire in the lane of traffic. It also advises against allowing anyone to remain in the vehicle while it is on the jack and keeping children away from the road and the vehicle. 
</img>
<img file_path=(image_hyundai_exter_270_2.jpeg)>The image shows a close-up of a car's rear tire with the wheel lug nuts numbered 1 through 4. An arrow indicates the counterclockwise direction to loosen the wheel lug nuts. The text explains the steps involved in changing a tire, emphasizing safety precautions and proper procedures. It recommends using the jack provided with</img>
"
271,"10. Install the spare tire onto the studs of the hub. 11. Tighten the lug nuts with your fingers onto the studs with the smaller end of the lug nuts closest to the wheel. 12. Lower the vehicle to the ground by turning the jack handle counterclockwise. 7. Place the jack at the designated jacking position under the frame closest to the tire you are changing. The jacking positions are plates welded to the frame with two tabs and a raised dot. Never jack any other position or part of the vehicle. 13. Use the wheel lug nut wrench to tighten the lug nuts in the order shown. Double-check each lug nut until they are tight. After changing tires, we recommend that an authorized HYUNDAI dealer tighten the lug nuts to their proper torque as soon as possible. The wheel lug nut should be tightened to 11~13 kgf.m (79~94 lbf.ft). 8. Insert the jack handle into the jack and turn it clockwise, raising the vehicle until the tire clears the ground. Before removing the wheel lug nuts, make sure the vehicle is stable on the jack. 9. Loosen the lug nuts with the wheel lug nut wrench and remove them with your fingers. Remove the wheel from the studs and lay it flat on the ground out of the way. Before removing the wheel lug nuts, make sure the vehicle is stable on the jack. OAI3V083114 OAI3V083114 OAI3V083103 OAI3V083103 OAI3V083115 OAI3V083115 
",,"<img file_path=(image_hyundai_exter_271_1.jpeg)>The image shows the steps involved in changing a tire on a Hyundai vehicle. The first image shows the jack being placed under the frame of the vehicle, with the jack handle being turned clockwise to raise the vehicle. The second image shows the wheel being removed from the vehicle and the spare tire being installed. The instructions in the text data provide a detailed explanation of the process, including the location of the jacking points, the proper way to tighten the lug nuts, and the recommended torque for the lug nuts. 
</img>
<img file_path=(image_hyundai_exter_271_2.jpeg)>The image shows a car jack being used to raise a car. The jack is positioned under the frame of the car, and the jack handle is being turned clockwise to raise the car. A blue arrow is pointing in a clockwise direction to indicate the direction the jack handle should be turned. The image shows step 8 of the tire changing process, where the car is raised until the tire clears the ground. This step is essential in the tire changing process, ensuring the tire is safely removed and replaced.  The image is accompanied by detailed instructions from a car manual on how to safely change a tire. 
</img>
<img file_path=(image_hyundai_exter_271_3.jpeg)>The image shows a close-up of a car's rear wheel. An arrow is pointing to the order in which the lug nuts should be tightened. The order is 1, 2, 3, and 4. The lug nuts should be tightened in this order to ensure even pressure on the wheel. The text data suggests that the lug nuts should be tightened to 11~13 kgf.m (79~94 lbf.ft).  The text also emphasizes the importance of having an authorized HYUNDAI dealer tighten the lug nuts to their proper torque as soon as possible after changing tires.  The image and text data provide a detailed guide on how to properly tighten lug nuts, ensuring safe and secure tire installation. 
</img>
"
272,"If you have a tire gauge, check the tire pressure (see Tires and Wheels in chapter 2 for tire pressure instructions.). If the pressure is lower or higher than recommended, drive slowly to the nearest service station and adjust it to the recommended pressure. Always reinstall the valve cap after checking or adjusting tire pressure. If the cap is not replaced, air may leak from the tire. If you lose a valve cap, buy another and install it as soon as possible. After changing tires, secure the flat tire and return the jack and tools to their proper storage locations. Use of compact spare tires (if equipped) Compact spare tires are designed for emergency use only. Drive carefully on the compact spare tire and always follow the safety precautions. WARNING To prevent compact spare tire failure and loss of control possibly resulting in an accident: Use the compact spare tire only in an emergency. NEVER operate your vehicle over 80 km/h (50 mph). Do not exceed the vehicles maximum load rating or the load carrying capacity shown on the sidewall of the compact spare tire. Do not use the compact spare tire continuously. Repair or replace the original tire as soon as possible to avoid failure of the compact spare tire. i Information Check the tire pressure as soon as possible after installing a spare tire. Adjust it to the recommended pressure. NOTICE Your vehicle has metric threads on the studs and lug nuts. Make certain during tire changing that the same nuts that were removed are reinstalled. If you have to replace your lug nuts make sure they have metric threads to avoid damaging the studs and ensure the wheel is properly secured to the hub. We recommend that you consult an authorized HYUNDAI dealer for assistance. If any of the equipment such as the jack, lug nuts, studs, or other equipment is damaged or in poor condition, do not attempt to change the tire and call for assistance. 
",,
273,"NOTICE To prevent damaging the compact spare tire and your vehicle: Drive slowly enough for the road conditions to avoid all hazards, such as a potholes or debris. Avoid driving over obstacles. The compact spare tire diameter is smaller than the diameter of a conventional tire and reduces the ground clearance approximately 25 mm (1 in.). Do not use tire chains on the compact spare tire. Because of the smaller size, a tire chain will not fit properly. Do not use the compact spare tire on any other wheels, nor should standard tires, snow tires, wheel covers or trim rings be used with the compact spare wheel. Do not suddenly accelerate or decelerate 0-40 km/h (0-25 mph) in any driving mode. It may cause leakage of transfer oil. When driving with the compact spare tire mounted to your vehicle: Check the tire pressure after installing the compact spare tire. The compact spare tire should be inflated to 420 kPa (60 psi). Do not take this vehicle through an automatic car wash while the compact spare tire is installed. Do not use the compact spare tire on any other vehicle because this tire has been designed especially for your vehicle. The compact spare tires tread life is shorter than a regular tire. Inspect your compact spare tire regularly and replace worn compact spare tires with the same size and design, mounted on the same wheel. Do not use more than one compact spare tire at a time. Do not tow a trailer while the compact spare tire is installed. i Information When the original tire and wheel are repaired and reinstalled on the vehicle, the lug nut torque must be set correctly to prevent wheel vibration. The correct lug nut tightening torque is 11-13 kgf.m (79- 94 lbf.ft). 
",,
274,"Jack label The actual Jack label in the vehicle may differ from the illustration. For more detailed specifications, refer to the label attached to the jack. 1. Model Name 2. Maximum allowable load 3. When using the jack, set your parking brake. 4. When using the jack, stop the engine. 5. Do not get under a vehicle that is supported by a jack. 6. The designated locations under the frame 7. When supporting the vehicle, the base plate of jack must be vertical under the lifting point. 8. Shift into Reverse gear on vehicles with manual transmission or move the shift lever to the N (Neutral) position on vehicles with Automated manual transmission 9. The jack should be used on firm level ground. 10. Jack manufacture 11. Production date 12. Representative company and address Example Example Type A Type B OHYK065010 OHYK065010 OHYK065011 OHYK065011 
",,"<img file_path=(image_hyundai_exter_274_1.jpeg)>The image is a label for a car jack. The label contains instructions and warnings for the safe use of the jack. The instructions include: setting the parking brake, stopping the engine, not getting under the vehicle that is supported by the jack, using the jack on firm, level ground, and placing the base plate of the jack vertically under the lifting point. The warnings include: the actual Jack label in the vehicle may differ from the illustration, the jack should be used only on designated locations under the frame, and shifting into Reverse gear on vehicles with manual transmission or move the shift lever to the N (Neutral) position on vehicles with Automated manual transmission. The label also includes the model number, maximum allowable load, jack manufacture, and production date. The label is made by a company named ""OOOOO CO., LTD."" and includes a CE mark, which indicates that the product meets the safety and health requirements of the European Union. The label also has a few diagrams that illustrate how to properly use the jack.</img>
<img file_path=(image_hyundai_exter_274_2.jpeg)>The image is a jack label with instructions and specifications. It shows the maximum allowable load, the designated lifting points under the frame, and the proper positioning of the jack when lifting the vehicle. It also provides safety warnings such as setting the parking brake, stopping the engine, and not getting under a vehicle supported only by a jack. The label specifies the model name, production date, and representative company and address. It also includes a CE mark, indicating compliance with European safety standards. The illustration shows the different steps involved in using the jack, including lifting and lowering the vehicle. Overall, the label provides comprehensive instructions for safe and effective use of the jack. 
</img>
"
275,"EC Declaration of conformity for Jack NX4I082001 NX4I082001 
",,"<img file_path=(image_hyundai_exter_275_1.png)>The image shows an EC Declaration of Conformity for Jack NX4I082001 NX4I082001, issued by MK Tron Auto Parts Private Limited on 13.04.2022. The document states that the products (jack assemblies - pantograph & bottle jacks) are in conformity with the provisions of following EC Directive(s) and the standards or other normative documents listed below: EN-ISO12100 (2010) - Safety of machinery-General principles for design-risk assessment and risk reduction, EN ISO12100-2/A1 (2009) - Safety of machinery - Basic concepts, general principles design part Part-2 Technical principles, EN1494/A1 (2008) - Mobile or movables jacks and associated lifting equipment, and 2006/42/EC Directive on the approximation of the laws of member states relating to machinery Directive [OJ/L157 Jun, 2006]. The document is signed by C. Nirmal Kumar, Sr. Manager, on 02/09/2021. The document also includes the contact information for MK Tron Auto Parts Private Limited, including their address, phone number, and website.</img>
"
276,"TOWING NOTICE Do not tow the vehicle with 4 wheels on the ground (such as dinghy towing behind a motorhome or other motor vehicle) as this can seriously damage the Transmission. Towing service [A] : Dollies Do not tow the vehicle with the front wheels on the ground as this may cause damage to the vehicle and the Transmissions. If emergency towing is necessary, we recommend having it done by an authorized HYUNDAI dealer or a commercial tow-truck service. Proper lifting and towing procedures are necessary to prevent damage to the vehicle. The use of wheel dollies or flatbed is recommended. It is acceptable to tow the vehicle with the rear wheels on the ground (without dollies) and the front wheels off the ground. If any of the loaded wheels or suspension components are damaged or the vehicle is being towed with the front wheels on the ground, use a towing dolly under the front wheels. When being towed by a commercial tow truck and wheel dollies are not used, the front of the vehicle should always be lifted, not the rear. Do not tow with sling-type equipment. Use a wheel lift or flatbed equipment. OAI3V083105 OAI3V083105 OAI3V083116 OAI3V083116 OAI3V083117 OAI3V083117 OAI3V083118 OAI3V083118 
TOWING NOTICE Do not tow the vehicle with 4 wheels on the ground (such as dinghy towing behind a motorhome or other motor vehicle) as this can seriously damage the Transmission. Towing service [A] : Dollies Do not tow the vehicle with the front wheels on the ground as this may cause damage to the vehicle and the Transmissions. If emergency towing is necessary, we recommend having it done by an authorized HYUNDAI dealer or a commercial tow-truck service. Proper lifting and towing procedures are necessary to prevent damage to the vehicle. The use of wheel dollies or flatbed is recommended. It is acceptable to tow the vehicle with the rear wheels on the ground (without dollies) and the front wheels off the ground. If any of the loaded wheels or suspension components are damaged or the vehicle is being towed with the front wheels on the ground, use a towing dolly under the front wheels. When being towed by a commercial tow truck and wheel dollies are not used, the front of the vehicle should always be lifted, not the rear. Do not tow with sling-type equipment. Use a wheel lift or flatbed equipment. OAI3V083105 OAI3V083105 OAI3V083116 OAI3V083116 OAI3V083117 OAI3V083117 OAI3V083118 OAI3V083118 
",,"<img file_path=(image_hyundai_exter_276_1.png)>The image shows three different ways to tow a vehicle. The first image shows the vehicle being towed on a flatbed tow truck with all four wheels on the ground. The second image shows the vehicle being towed with the rear wheels on the ground and the front wheels lifted off the ground using a dolly. The third image shows the vehicle being towed with the front wheels on the ground and the rear wheels lifted off the ground using a dolly. The text states that it is acceptable to tow the vehicle with the rear wheels on the ground and the front wheels off the ground, but not with the front wheels on the ground and the rear wheels off the ground. It is recommended to use a flatbed tow truck or wheel dollies when towing the vehicle. The text also states that sling-type equipment should not be used to tow the vehicle. 
</img>
<img file_path=(image_hyundai_exter_276_2.jpeg)>The image shows a tow truck towing a car. The car is being towed with all four wheels on the ground. A large red circle with a diagonal line through it is over the car, indicating that this method of towing is not allowed.  The text in the image states that towing the vehicle with all four wheels on the ground can seriously damage the transmission and is not recommended. The recommended methods are using wheel dollies or a flatbed tow truck. The text also states that if emergency towing is necessary, it should be done by an authorized Hyundai dealer or a commercial tow truck service.  
</img>
<img file_path=(image_hyundai_exter_276_3.jpeg)>The image shows a tow truck towing a vehicle. The vehicle is being towed with its front wheels on the ground and its rear wheels off the ground. A large blue circle with a diagonal line through it is next to the vehicle. The image shows that towing a vehicle with its front wheels on the ground is not recommended and can cause damage to the vehicle.  The text below the image advises using dollies or a flatbed for towing and lists various other towing procedures.  This image is a part of a larger document providing guidelines for towing a HYUNDAI vehicle. 
</img>
<img file_path=(image_hyundai_exter_276_4.jpeg)>The image depicts a tow truck towing a car with all four wheels on the ground. A large blue circle with a diagonal line through it is placed over the towed car, indicating that this method of towing is not recommended. The text accompanying the image explains that towing a vehicle with all four wheels on the ground can damage the transmission and recommends using wheel dollies or a flatbed tow truck instead. 
</img>
"
277,"When towing your vehicle in an emergency without wheel dollies: 1. Place the ignition switch in the ACC position. 2. Place the shift lever in N (Neutral). 3. Release the parking brake. NOTICE Failure to place the shift lever in N (Neutral) when being towed with the front wheels on the ground can cause internal damage to the transmission. Removable towing hook OAI3V083108 OAI3V083108 1. Open the tailgate, and remove the towing hook from the tool case. 2. Remove the hole cover pressing the lower part of the cover on the front bumper. 3. Install the towing hook by turning it clockwise into the hole until it is fully secured. 4. Remove the towing hook and install the cover after use. 
",,"<img file_path=(image_hyundai_exter_277_1.jpeg)>The image shows the steps involved in installing a towing hook on a Hyundai vehicle. The top image shows the location of the hole cover on the front bumper. An arrow indicates that the hole cover should be removed by pressing on the lower part of the cover. The bottom image shows the towing hook being installed by turning it clockwise into the hole until it is fully secured. The arrow in the bottom image shows the direction in which the towing hook should be turned. This towing hook is removable and should be stored in the tool case when not in use. 
</img>
"
278,"Emergency towing CAUTION The driver must be in the vehicle for steering and braking operations when the vehicle is being towed. Passengers other than the driver must not be in the vehicle. Always follow these emergency towing precautions: Place the ignition switch in the ACC position so the steering wheel is not locked. Place the shift lever in N (Neutral). Release the parking brake. Depress the brake pedal with more force than normal since you will have reduced braking performance. More steering effort will be required because the power steering system will be disabled. Use a vehicle heavier than your own to tow your vehicle. The drivers of both vehicles should communicate with each other frequently. Before emergency towing, check that the hook is not broken or damaged. Fasten the towing cable or chain securely to the hook. Do not jerk the hook. Apply steady and even force. If towing is necessary, we recommend you have it done by an authorized HYUNDAI dealer or a commercial tow truck service. If towing service is not available in an emergency, your vehicle may be temporarily towed using a cable or chain secured to the emergency towing hook at the front (or rear) of the vehicle. Use extreme caution when towing the vehicle with a cable or chain. A driver must be in the vehicle to steer it and operate the brakes. Towing in this manner may be done only on hard-surfaced roads for a short distance and at low speeds. Also, the wheels, axles, power train, steering and brakes must all be in good condition. Front Front Rear Rear OAI3V083106 OAI3V083106 OAI3V083104 OAI3V083104 
",,"<img file_path=(image_hyundai_exter_278_1.jpeg)>The image shows the front of a Hyundai vehicle with an arrow pointing to the emergency towing hook located below the front bumper. The hook is used for towing the vehicle in emergencies, using a cable or chain secured to the hook. A driver must be in the vehicle to steer and operate the brakes, and towing in this manner should only be done on hard-surfaced roads for a short distance and at low speeds. It is recommended to have the towing done by an authorized HYUNDAI dealer or a commercial tow truck service if possible.  The image also includes the part numbers for the towing hook, which are OAI3V083106 (front) and OAI3V083104 (rear). 
</img>
<img file_path=(image_hyundai_exter_278_2.jpeg)>The image depicts a rear view of a silver SUV. The image highlights the location of the emergency towing hook located on the rear bumper of the vehicle. The hook is blue in color and has a downward pointing arrow on it. The arrow suggests that the towing cable or chain needs to be attached in the downward direction. A white arrow points to the towing hook from a small box in the right bottom corner of the image.  This image is taken from a manual that provides instructions and warnings regarding emergency towing of the vehicle. 
</img>
"
279,"NOTICE To avoid damage to your vehicle and vehicle components when towing: Always pull straight ahead when using the towing hooks. Do not pull from the side or at a vertical angle. Do not use the towing hooks to pull a vehicle out of mud, sand or other conditions from which the vehicle cannot be driven out under its own power. The vehicle should be towed at a speed of 25 km/h (15 mph) or less within the distance of 20 km (12 mi.). (for Manual transmission/Automated manual transmission vehicle) EMERGENCY COMMODITY ,)(48,33(' Your vehicle is equipped with emergency commodities to help you respond to emergency situation. First aid kit Supplies for use in giving first aid such as bandage and adhesive tape, etc., are provided. Triangle reflector Place the triangle reflector on the road to warn oncoming vehicles during emergencies, such as when the vehicle is parked by the roadside due to problems.  Use a towing cable or chain less than 5 m (16 feet) long. Attach a white or red cloth (about 30 cm (12 in.) wide) in the middle of the cable or chain for easy visibility.  Drive carefully so the towing cable or chain remains tight during towing.  Before towing, check the Automated manual transmission for fluid leaks under your vehicle. If the Automated manual transmission fluid is leaking, flatbed equipment or a towing dolly must be used. NOTICE Accelerate or decelerate the vehicle in a slow and gradual manner while maintaining tension on the tow rope or chain to start or drive the vehicle, otherwise tow hooks and the vehicle may be damaged. 
",,"<img file_path=(image_hyundai_exter_279_1.jpeg)>The image shows a tow truck towing a car. The tow truck is connected to the car by a chain. The image also shows the recommended length of the chain, which is less than 5 meters. The car is being towed at a speed of 25 km/h or less. The image also shows that the car is being towed straight ahead, which is important to avoid damage to the vehicle and vehicle components.  The car being towed has a white or red cloth tied in the middle of the chain for better visibility. It is also recommended to check for leaks in the automated manual transmission before towing.  The image and text highlight the importance of proper towing techniques to ensure safety and prevent damage to the vehicles involved. 
</img>
"
280,"9. Maintenance Engine compartment ......................................................................................9-4 Maintenance services .....................................................................................9-5 Owners responsibility .............................................................................................. 9-5 Owner maintenance precautions............................................................................. 9-5 Owner maintenance ....................................................................................... 9-7 Owner maintenance schedule ..................................................................................9-7 Scheduled maintenance service ...................................................................9-9 Normal maintenance schedule (petrol engine) .....................................................9-10 Maintenance under severe usage conditions (petrol engine)...............................9-14 Normal maintenance schedule (CNG Components) .............................................9-16 Explanation of scheduled maintenance items ........................................... 9-18 Engine oil ....................................................................................................... 9-22 Checking the engine oil level ................................................................................. 9-22 Changing the engine oil and filter .......................................................................... 9-23 Engine coolant .............................................................................................. 9-25 Checking the coolant level ..................................................................................... 9-25 Recommended engine coolant ...............................................................................9-27 Changing the coolant ..............................................................................................9-27 Brake/clutch fluid .........................................................................................9-28 Checking the brake/clutch fluid level .................................................................... 9-28 Washer fluid ..................................................................................................9-30 Checking the washer fluid level .............................................................................9-30 Parking brake .................................................................................................9-31 Checking the parking brake ....................................................................................9-31 Air cleaner .....................................................................................................9-32 Filter replacement ................................................................................................... 9-32 Climate control air filter................................................................................9-34 Filter inspection ....................................................................................................... 9-34 
",,
281,"Filter replacement ................................................................................................... 9-34 Wiper blades .................................................................................................9-36 Blade inspection ......................................................................................................9-36 Blade replacement ..................................................................................................9-36 Battery ...........................................................................................................9-39 For best battery service ..........................................................................................9-39 Battery capacity label ..............................................................................................9-41 Battery recharging ..................................................................................................9-42 Reset items ..............................................................................................................9-42 Battery replacement ...............................................................................................9-42 Tires and wheels ...........................................................................................9-43 Tire care ...................................................................................................................9-43 Recommended cold tire inflation pressures .........................................................9-43 Checking tire inflation pressure .............................................................................9-44 Tire rotation .............................................................................................................9-45 Wheel alignment and tire balance .........................................................................9-46 Tire replacement ..................................................................................................... 9-47 Wheel replacement .................................................................................................9-48 Tire traction .............................................................................................................9-48 Tire maintenance ....................................................................................................9-49 Tire sidewall labeling ...............................................................................................9-49 Low aspect ratio tire................................................................................................ 9-52 Fuses ..............................................................................................................9-54 Instrument panel fuse replacement ...................................................................... 9-55 Engine compartment panel fuse replacement .....................................................9-56 
",,
282,"9. Maintenance Fuse/relay panel description ..................................................................................9-58 Light bulbs .....................................................................................................9-65 Headlight, Position Light, Turn signal Light, Daytime Running Light replacement ............................................................................................................9-66 Side repeater light replacement ............................................................................9-69 Rear combination light bulb replacement ............................................................9-69 High mounted stop light .......................................................................................... 9-71 License plate light bulb replacement ..................................................................... 9-71 Interior light bulb replacement ...............................................................................9-72 Appearance care ........................................................................................... 9-73 Exterior care .............................................................................................................9-73 Interior care ............................................................................................................. 9-79 Emission control system...............................................................................9-82 Crankcase emission control system ......................................................................9-82 Evaporative emission control system ....................................................................9-82 Exhaust emission control system ...........................................................................9-83 
",,
